team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,36,79,4,13,16,21,12,27,30,8,7,16,22
BOSTON CELTICS,240,34,74,7,23,23,29,10,29,23,11,4,16,19
SEATTLE SUPERSONICS,265,42,85,7,15,20,30,14,27,26,13,1,13,25
GOLDEN STATE WARRIORS,265,42,93,7,14,17,27,22,32,27,9,6,18,26
NEW JERSEY NETS,240,36,82,6,18,16,20,12,25,26,5,2,15,30
INDIANA PACERS,240,34,72,2,8,30,41,13,27,21,14,5,13,26
LOS ANGELES LAKERS,240,45,94,5,21,13,18,19,29,32,2,6,15,26
MEMPHIS GRIZZLIES,240,42,84,4,15,26,33,9,23,26,11,3,4,17
CLEVELAND CAVALIERS,265,30,80,5,18,21,26,12,43,14,5,11,15,19
MIAMI HEAT,265,32,91,2,13,15,20,14,33,12,9,9,8,17
CHARLOTTE HORNETS,240,37,84,3,14,12,14,9,29,23,5,6,10,19
MINNESOTA TIMBERWOLVES,240,37,84,6,11,14,16,11,32,24,4,4,10,13
WASHINGTON WIZARDS,240,36,79,7,15,14,20,17,32,25,5,5,13,19
ORLANDO MAGIC,240,31,94,4,21,9,16,26,20,14,8,3,9,20
ATLANTA HAWKS,240,30,76,5,16,18,22,7,28,19,8,5,14,24
PHILADELPHIA 76ERS,240,32,73,6,14,24,32,12,37,23,11,5,18,21
DETROIT PISTONS,240,31,79,7,28,12,16,10,26,21,7,6,15,24
PORTLAND TRAIL BLAZERS,240,30,80,3,11,20,26,19,29,19,9,6,15,22
DENVER NUGGETS,240,30,81,7,17,7,11,10,21,19,11,4,21,22
SAN ANTONIO SPURS,240,43,73,6,12,17,26,11,34,24,19,10,18,18
