team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,37,87,3,11,13,21,17,19,21,7,6,10,12
CHARLOTTE HORNETS,240,41,82,7,13,15,17,15,33,32,7,4,18,16
CLEVELAND CAVALIERS,240,33,78,3,15,13,20,7,31,20,4,6,14,25
DALLAS MAVERICKS,240,39,84,8,17,16,23,13,35,24,4,4,11,17
MEMPHIS GRIZZLIES,240,29,80,3,9,25,27,11,34,20,11,5,17,17
DENVER NUGGETS,240,37,91,4,21,11,18,19,38,22,12,9,17,23
NEW YORK KNICKS,240,39,85,3,11,16,18,12,27,21,2,1,11,24
DETROIT PISTONS,240,34,77,9,24,22,25,12,29,23,3,10,14,22
ORLANDO MAGIC,240,39,84,5,18,22,28,14,26,28,4,5,9,22
GOLDEN STATE WARRIORS,240,37,80,3,6,23,34,17,34,22,3,4,13,29
HOUSTON ROCKETS,265,37,97,7,20,25,32,13,31,21,8,10,6,21
INDIANA PACERS,265,41,92,4,12,22,25,9,43,30,3,5,13,24
