team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,45,90,5,10,9,12,15,28,30,10,4,18,25
ATLANTA HAWKS,240,37,80,6,13,23,31,13,26,21,6,2,17,15
PHILADELPHIA 76ERS,240,38,84,3,6,14,21,15,38,25,10,10,18,23
CHICAGO BULLS,240,30,86,6,16,10,12,12,25,25,9,6,14,20
CHARLOTTE HORNETS,240,33,91,2,12,13,15,20,29,20,7,7,15,26
CLEVELAND CAVALIERS,240,30,77,7,12,26,27,9,34,19,8,7,12,15
DALLAS MAVERICKS,240,45,90,6,17,15,19,11,38,34,11,4,9,34
GOLDEN STATE WARRIORS,240,33,83,0,6,16,38,17,32,16,3,5,20,22
SAN ANTONIO SPURS,240,29,73,7,11,20,27,8,33,17,11,5,15,14
HOUSTON ROCKETS,240,31,89,7,19,6,8,20,34,12,9,7,21,21
MINNESOTA TIMBERWOLVES,240,33,90,3,9,7,8,13,37,22,5,8,20,20
LOS ANGELES LAKERS,240,38,90,8,23,18,21,8,36,25,12,10,9,14
BOSTON CELTICS,265,34,95,7,20,30,34,19,41,12,7,4,15,22
NEW JERSEY NETS,265,37,97,5,24,19,28,16,33,29,9,13,17,30
DETROIT PISTONS,240,33,74,10,25,24,29,9,28,22,6,3,12,28
NEW YORK KNICKS,240,37,88,6,17,17,21,19,29,19,4,3,14,28
PHOENIX SUNS,240,40,77,3,12,14,18,10,28,27,13,3,13,9
PORTLAND TRAIL BLAZERS,240,33,82,7,15,10,13,16,27,22,6,2,17,12
INDIANA PACERS,240,35,68,4,9,26,43,12,28,19,9,7,15,32
UTAH JAZZ,240,34,83,4,15,25,33,20,27,17,6,3,17,32
ORLANDO MAGIC,240,38,87,5,19,15,22,14,32,20,6,8,8,27
WASHINGTON WIZARDS,240,32,85,1,4,22,28,17,30,15,5,6,13,21
