team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,37,92,7,19,7,11,14,27,23,6,3,13,22
ATLANTA HAWKS,240,38,87,6,18,19,26,12,37,23,7,7,8,14
MINNESOTA TIMBERWOLVES,240,43,84,4,17,5,7,10,35,35,8,1,15,20
CHICAGO BULLS,240,26,71,3,10,19,29,10,30,22,8,4,17,20
INDIANA PACERS,240,43,70,5,7,18,24,4,24,33,7,3,13,21
CLEVELAND CAVALIERS,240,39,78,6,13,19,23,11,20,24,6,3,12,19
ORLANDO MAGIC,240,29,87,4,22,18,25,22,32,15,4,3,13,19
DALLAS MAVERICKS,240,35,81,10,23,22,27,14,35,22,4,3,8,17
GOLDEN STATE WARRIORS,240,35,81,1,6,34,45,16,33,23,9,2,12,18
DENVER NUGGETS,240,38,93,11,27,14,17,18,31,30,8,6,15,31
MILWAUKEE BUCKS,240,46,88,4,13,14,21,11,29,24,6,2,6,18
HOUSTON ROCKETS,240,39,85,17,35,20,26,14,23,28,1,2,9,14
SACRAMENTO KINGS,240,36,87,4,15,9,12,10,33,26,6,4,12,17
LOS ANGELES CLIPPERS,240,40,86,6,15,15,22,14,39,30,7,6,13,14
UTAH JAZZ,240,36,73,6,10,26,30,11,26,22,14,6,19,22
NEW JERSEY NETS,240,32,65,1,6,25,30,7,23,21,11,5,19,24
WASHINGTON WIZARDS,240,28,75,5,13,26,32,10,24,14,13,4,10,20
NEW YORK KNICKS,240,33,73,8,15,12,13,15,30,22,5,2,23,27
PORTLAND TRAIL BLAZERS,240,33,78,10,24,14,17,12,27,22,8,3,17,15
PHOENIX SUNS,240,40,83,9,17,13,19,16,29,26,9,8,13,18
DETROIT PISTONS,240,33,71,6,13,17,24,10,22,19,5,3,14,22
SEATTLE SUPERSONICS,240,46,76,8,16,17,23,10,27,28,7,9,10,22
