team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,43,80,14,20,20,32,11,31,26,4,7,19,17
ATLANTA HAWKS,240,43,91,4,15,22,26,10,27,16,15,1,12,28
DENVER NUGGETS,240,36,84,3,16,5,9,11,33,20,9,4,17,20
BOSTON CELTICS,240,37,87,6,21,15,20,14,34,22,11,4,11,13
SEATTLE SUPERSONICS,240,36,75,8,19,11,20,12,36,19,7,3,20,30
DETROIT PISTONS,240,32,76,9,32,22,29,9,27,18,9,5,12,19
PHILADELPHIA 76ERS,240,36,74,3,12,12,17,10,23,27,7,6,20,27
GOLDEN STATE WARRIORS,240,31,79,4,8,27,36,23,26,16,12,10,16,18
DALLAS MAVERICKS,240,35,79,5,17,19,23,8,33,24,8,5,14,32
LOS ANGELES LAKERS,240,37,87,3,18,21,39,17,35,23,7,6,12,22
PHOENIX SUNS,240,36,88,4,17,11,18,12,30,16,5,6,13,16
NEW JERSEY NETS,240,40,91,10,21,16,21,17,38,31,7,11,16,17
CHICAGO BULLS,240,31,72,1,8,11,18,14,28,18,7,1,25,14
ORLANDO MAGIC,240,40,80,8,21,14,19,11,24,25,16,6,13,14
