team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,42,89,11,26,10,14,14,34,21,6,5,14,18
CHARLOTTE HORNETS,240,35,91,2,12,17,23,15,32,26,10,5,9,12
NEW YORK KNICKS,240,35,85,9,16,9,13,15,27,20,4,5,18,23
CLEVELAND CAVALIERS,240,37,76,4,11,20,25,10,29,25,9,4,13,16
PHILADELPHIA 76ERS,240,36,80,1,6,17,22,12,22,21,7,6,14,14
DENVER NUGGETS,240,40,89,4,17,9,11,14,28,27,6,11,14,22
HOUSTON ROCKETS,240,38,84,3,12,21,30,21,33,13,3,11,12,22
GOLDEN STATE WARRIORS,240,39,104,1,8,14,22,30,24,18,7,10,8,20
TORONTO RAPTORS,240,31,82,3,10,24,29,14,33,19,13,7,8,22
LOS ANGELES LAKERS,240,33,86,7,18,13,23,16,35,20,4,7,15,19
MEMPHIS GRIZZLIES,240,33,76,3,8,22,31,12,33,20,5,4,17,15
MIAMI HEAT,240,39,89,2,10,6,15,16,32,22,7,7,20,25
DETROIT PISTONS,240,29,81,3,15,17,26,14,28,17,7,11,14,22
ORLANDO MAGIC,240,33,78,7,17,14,20,10,39,22,9,0,18,25
MINNESOTA TIMBERWOLVES,240,46,95,4,8,15,19,13,25,24,6,4,9,21
SACRAMENTO KINGS,240,47,83,5,12,26,31,10,28,27,6,4,10,13
