team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,37,82,2,10,11,13,15,29,18,7,7,15,9
ATLANTA HAWKS,240,38,87,5,18,8,11,12,29,20,9,4,12,15
NEW JERSEY NETS,240,43,80,11,17,10,19,7,32,33,3,4,11,17
CHICAGO BULLS,240,35,79,4,7,19,25,8,26,23,10,3,10,16
PORTLAND TRAIL BLAZERS,240,41,81,5,14,16,24,13,33,24,6,5,14,26
DALLAS MAVERICKS,240,37,86,6,19,25,32,17,25,22,7,7,10,22
CHARLOTTE HORNETS,240,39,86,3,8,18,25,14,30,27,7,8,9,19
DENVER NUGGETS,240,36,88,8,21,16,20,18,30,27,2,9,14,22
CLEVELAND CAVALIERS,240,41,74,7,13,18,20,6,30,23,8,7,13,20
HOUSTON ROCKETS,240,36,80,9,18,21,24,12,21,20,8,3,11,15
SEATTLE SUPERSONICS,240,41,88,5,9,17,27,18,25,22,8,3,12,22
LOS ANGELES LAKERS,240,40,91,4,20,9,21,17,27,24,7,9,10,25
WASHINGTON WIZARDS,240,39,83,1,5,12,17,8,39,26,8,6,11,15
MEMPHIS GRIZZLIES,240,36,89,5,15,4,9,13,33,22,4,5,13,18
MILWAUKEE BUCKS,240,32,73,7,18,26,34,7,25,22,10,5,12,26
MIAMI HEAT,240,36,73,4,9,23,31,12,32,21,4,6,15,24
GOLDEN STATE WARRIORS,240,30,79,3,10,23,31,16,31,20,4,7,19,15
MINNESOTA TIMBERWOLVES,240,47,101,6,15,7,11,16,34,37,8,11,11,19
BOSTON CELTICS,265,36,95,8,25,22,30,12,35,23,15,3,8,21
NEW YORK KNICKS,265,33,88,10,26,17,22,13,49,18,6,4,17,24
ORLANDO MAGIC,240,40,91,11,29,9,10,8,31,27,9,6,11,16
SACRAMENTO KINGS,240,45,91,7,16,15,18,14,41,31,10,5,14,16
