team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,33,81,10,24,30,35,11,35,20,6,0,14,26
CHARLOTTE HORNETS,240,33,79,4,19,27,35,10,33,20,7,11,12,28
ATLANTA HAWKS,240,29,73,2,9,20,27,10,32,21,4,4,11,18
CHICAGO BULLS,240,31,96,4,16,13,18,21,33,28,4,2,10,22
PHILADELPHIA 76ERS,240,40,78,2,5,12,14,14,31,30,8,3,24,19
CLEVELAND CAVALIERS,240,38,83,4,16,11,19,11,20,26,15,9,14,18
MINNESOTA TIMBERWOLVES,240,48,91,4,9,17,21,13,28,28,5,4,10,26
DALLAS MAVERICKS,240,42,80,11,21,30,35,9,31,28,4,2,12,20
PHOENIX SUNS,240,38,91,3,12,19,27,20,27,18,7,5,13,22
DENVER NUGGETS,240,41,88,8,18,16,22,17,30,26,5,7,14,23
MEMPHIS GRIZZLIES,240,34,83,8,21,8,12,10,24,17,7,4,16,27
GOLDEN STATE WARRIORS,240,37,77,3,11,16,26,15,35,22,10,3,20,18
MIAMI HEAT,240,34,77,1,4,7,10,6,36,17,8,5,10,17
HOUSTON ROCKETS,240,32,80,1,9,8,14,10,33,15,5,5,11,13
INDIANA PACERS,240,36,92,2,11,21,31,13,27,25,10,3,12,21
MILWAUKEE BUCKS,240,45,89,6,18,19,27,13,42,34,8,7,18,30
ORLANDO MAGIC,240,36,82,10,19,24,29,13,23,27,6,6,10,22
PORTLAND TRAIL BLAZERS,240,44,78,10,15,19,25,9,28,32,5,6,12,27
UTAH JAZZ,240,29,79,0,8,22,27,13,25,20,5,2,16,22
SAN ANTONIO SPURS,240,36,74,6,21,22,31,9,33,16,11,11,12,23
