team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,29,77,4,17,19,24,12,24,11,7,1,15,24
ATLANTA HAWKS,240,36,70,2,5,18,25,8,33,16,9,4,16,23
MILWAUKEE BUCKS,240,40,87,6,16,18,26,13,37,25,13,8,9,16
CHICAGO BULLS,240,26,77,4,11,14,18,13,34,20,4,2,19,23
HOUSTON ROCKETS,240,38,84,8,23,16,21,12,31,21,8,4,8,23
CLEVELAND CAVALIERS,240,35,89,3,5,22,33,22,37,17,5,9,11,17
TORONTO RAPTORS,240,34,89,1,4,28,34,18,22,17,6,1,11,25
LOS ANGELES CLIPPERS,240,42,77,3,10,23,29,9,32,23,7,3,13,29
NEW JERSEY NETS,240,44,80,4,10,28,36,14,24,20,7,5,15,31
ORLANDO MAGIC,240,41,94,6,24,22,28,19,24,16,4,3,13,26
PHOENIX SUNS,265,47,101,1,9,22,30,17,30,26,8,6,12,30
SACRAMENTO KINGS,265,43,83,8,15,27,34,9,35,24,6,6,20,24
MIAMI HEAT,240,30,82,4,17,8,9,11,29,16,9,3,7,21
SAN ANTONIO SPURS,240,31,66,5,13,13,19,5,35,18,4,8,11,17
INDIANA PACERS,240,34,83,5,22,18,22,12,30,22,3,9,12,22
SEATTLE SUPERSONICS,240,30,80,5,15,18,28,14,31,22,6,6,14,22
MINNESOTA TIMBERWOLVES,240,44,91,6,12,14,16,19,24,29,5,5,11,29
WASHINGTON WIZARDS,240,38,66,5,11,34,40,6,29,26,7,6,10,18
