team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,42,79,4,16,28,35,13,25,28,6,1,10,23
CHICAGO BULLS,240,42,78,5,14,21,30,9,26,31,5,0,11,27
ORLANDO MAGIC,265,35,89,7,19,29,44,16,35,21,12,5,15,30
DALLAS MAVERICKS,265,38,105,4,20,35,42,29,40,18,8,7,18,30
HOUSTON ROCKETS,240,40,77,10,21,22,26,9,34,26,6,0,14,22
GOLDEN STATE WARRIORS,240,41,89,6,16,16,23,13,27,25,8,2,13,21
ATLANTA HAWKS,240,32,86,0,4,12,16,11,34,16,7,3,10,23
INDIANA PACERS,240,29,71,2,14,24,30,9,44,22,4,5,14,16
BOSTON CELTICS,240,35,81,6,17,6,15,16,34,27,10,5,17,23
LOS ANGELES CLIPPERS,240,29,81,5,16,16,28,16,30,22,7,4,17,14
MIAMI HEAT,240,25,65,4,12,20,27,1,28,21,12,3,15,22
PORTLAND TRAIL BLAZERS,240,32,77,1,9,20,23,10,38,22,7,2,17,19
