team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,42,91,3,12,15,20,13,28,18,7,3,8,19
DETROIT PISTONS,240,37,72,7,13,17,28,8,35,21,4,4,15,20
BOSTON CELTICS,240,32,79,8,22,19,23,11,30,21,14,6,20,27
GOLDEN STATE WARRIORS,240,31,77,11,23,21,28,10,33,26,11,4,23,24
MIAMI HEAT,240,36,76,10,20,21,27,12,32,22,5,4,14,30
LOS ANGELES LAKERS,240,33,75,3,16,23,34,11,28,11,9,2,14,30
INDIANA PACERS,240,33,71,6,17,15,17,11,29,16,8,1,12,24
NEW YORK KNICKS,240,27,75,3,16,17,21,16,19,9,4,3,11,16
TORONTO RAPTORS,265,46,95,6,16,12,17,20,29,32,10,5,16,22
PHILADELPHIA 76ERS,265,43,92,5,13,15,20,15,25,22,6,5,16,19
SACRAMENTO KINGS,240,41,92,10,23,15,24,19,23,25,7,11,14,23
SEATTLE SUPERSONICS,240,41,83,5,12,22,30,19,32,20,10,3,18,20
PHOENIX SUNS,240,34,76,4,18,26,35,12,27,15,7,3,23,31
UTAH JAZZ,240,37,71,3,5,32,39,8,27,28,9,6,20,27
MINNESOTA TIMBERWOLVES,240,40,88,4,9,12,13,14,27,26,10,8,10,16
VANCOUVER GRIZZLIES,240,39,78,2,5,14,16,8,31,22,6,6,11,19
ATLANTA HAWKS,240,36,81,2,4,16,19,11,34,23,8,5,17,22
WASHINGTON WIZARDS,240,37,81,4,12,16,21,11,31,22,3,8,14,16
