team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES CLIPPERS,240,30,69,4,13,24,31,7,27,16,6,6,19,18
ATLANTA HAWKS,240,46,88,3,3,13,16,12,27,29,6,3,11,24
PHOENIX SUNS,240,40,94,2,16,21,22,9,33,31,18,6,9,20
DALLAS MAVERICKS,240,32,81,3,16,19,22,10,39,15,4,10,23,20
SACRAMENTO KINGS,240,32,85,1,9,19,24,12,33,19,11,4,12,21
HOUSTON ROCKETS,240,32,81,3,14,14,17,10,36,15,9,8,18,19
MIAMI HEAT,240,28,74,5,17,10,12,7,28,12,7,0,14,20
INDIANA PACERS,240,32,75,7,17,16,18,11,35,15,7,5,14,21
NEW JERSEY NETS,240,34,80,2,13,11,19,10,31,24,6,8,14,21
MILWAUKEE BUCKS,240,44,83,6,13,21,22,9,36,28,6,6,10,19
PORTLAND TRAIL BLAZERS,240,27,68,6,16,18,29,13,31,18,4,3,17,27
NEW YORK KNICKS,240,28,77,8,22,27,31,14,28,16,8,2,10,24
GOLDEN STATE WARRIORS,240,35,79,5,15,19,28,8,40,18,3,4,17,24
ORLANDO MAGIC,240,42,92,6,14,21,29,15,35,27,9,4,8,28
SAN ANTONIO SPURS,240,35,84,4,16,9,17,10,27,24,8,6,12,15
PHILADELPHIA 76ERS,240,41,77,4,6,14,16,8,36,23,8,3,17,19
LOS ANGELES LAKERS,240,34,71,6,19,29,39,10,22,22,5,5,13,30
UTAH JAZZ,240,40,76,1,6,30,42,12,28,21,7,1,7,27
CLEVELAND CAVALIERS,240,43,90,2,8,19,25,10,22,20,6,5,5,22
VANCOUVER GRIZZLIES,240,44,77,9,15,22,27,9,38,36,0,8,13,25
