team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
GOLDEN STATE WARRIORS,240,37,86,5,18,17,18,18,23,18,11,3,18,19
ATLANTA HAWKS,240,42,81,2,4,21,22,10,29,22,8,6,15,17
PORTLAND TRAIL BLAZERS,240,33,74,5,10,12,18,14,41,25,4,6,16,15
CHARLOTTE HORNETS,240,29,88,3,11,9,14,14,26,21,10,7,7,19
DALLAS MAVERICKS,240,37,89,3,17,17,21,12,28,13,11,1,10,21
MILWAUKEE BUCKS,240,36,78,6,17,24,27,10,37,20,6,6,16,17
ORLANDO MAGIC,240,38,76,8,17,17,23,10,27,31,13,9,16,28
NEW JERSEY NETS,240,27,74,4,13,29,37,18,26,16,7,1,18,22
HOUSTON ROCKETS,240,25,67,12,30,14,20,4,38,15,9,0,18,27
NEW YORK KNICKS,240,24,77,4,17,23,26,11,36,9,6,6,13,18
INDIANA PACERS,240,28,74,6,14,23,27,7,40,15,1,5,17,25
PHOENIX SUNS,240,35,91,1,13,22,26,17,36,23,8,4,11,27
