team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,38,82,5,9,15,26,19,19,24,11,2,11,23
CHICAGO BULLS,240,38,68,6,12,16,23,8,27,30,5,10,15,24
DETROIT PISTONS,240,37,85,6,15,17,22,10,23,17,8,6,13,24
HOUSTON ROCKETS,240,39,81,6,20,23,30,13,33,19,8,5,14,17
NEW JERSEY NETS,240,30,73,3,12,15,17,8,28,12,8,5,13,24
MIAMI HEAT,240,27,70,6,23,21,28,16,27,18,7,6,15,18
SEATTLE SUPERSONICS,240,34,76,6,15,18,27,10,30,22,10,4,20,24
MINNESOTA TIMBERWOLVES,240,40,84,5,12,20,23,13,32,24,10,3,14,20
ORLANDO MAGIC,265,37,76,4,14,14,19,7,31,23,2,3,16,26
NEW YORK KNICKS,265,32,81,7,15,24,29,14,26,21,10,3,11,19
