team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,31,83,1,5,24,32,15,32,19,6,5,7,19
DENVER NUGGETS,240,38,87,5,22,13,18,11,33,31,2,12,8,24
LOS ANGELES CLIPPERS,240,46,82,7,15,19,32,13,34,20,7,1,15,28
LOS ANGELES LAKERS,240,34,79,3,19,24,36,11,22,20,9,2,14,24
WASHINGTON WIZARDS,240,37,75,6,12,7,10,8,23,27,5,5,20,28
NEW YORK KNICKS,240,36,72,7,17,24,30,13,23,26,14,6,15,26
MINNESOTA TIMBERWOLVES,240,46,87,7,15,9,11,12,35,29,14,6,22,25
PHOENIX SUNS,240,32,77,7,14,17,26,9,24,18,13,4,19,18
SEATTLE SUPERSONICS,240,38,89,5,15,11,15,18,23,18,8,4,11,13
TORONTO RAPTORS,240,41,85,5,18,7,9,13,29,28,8,18,17,20
MILWAUKEE BUCKS,240,50,101,7,17,10,13,18,18,21,13,3,19,27
VANCOUVER GRIZZLIES,240,44,76,2,11,30,32,9,30,32,8,4,26,19
