team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,31,86,5,15,15,21,20,27,12,4,8,12,24
ATLANTA HAWKS,240,32,75,2,8,17,25,12,36,14,3,3,17,25
PHILADELPHIA 76ERS,240,39,73,5,10,24,36,8,34,21,9,13,21,23
CLEVELAND CAVALIERS,240,41,86,1,10,20,24,12,27,26,12,6,16,27
UTAH JAZZ,240,35,81,5,10,24,29,13,26,24,10,8,12,23
HOUSTON ROCKETS,240,30,72,10,23,27,29,13,28,16,4,5,17,25
BOSTON CELTICS,240,38,84,5,8,5,8,16,27,10,6,4,16,18
MIAMI HEAT,240,43,77,11,18,15,18,6,27,28,9,6,10,17
GOLDEN STATE WARRIORS,240,29,77,3,11,31,40,15,31,21,12,4,17,29
NEW JERSEY NETS,240,34,74,6,12,23,33,8,32,25,9,5,17,28
DETROIT PISTONS,240,41,92,5,12,14,21,14,27,20,10,6,11,28
SAN ANTONIO SPURS,240,39,84,5,18,25,37,16,39,26,7,12,16,21
DALLAS MAVERICKS,240,36,72,5,13,26,30,6,36,21,6,1,17,13
WASHINGTON WIZARDS,240,34,95,5,11,12,12,15,29,18,6,1,12,21
