team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,41,76,10,15,14,16,11,21,23,7,6,14,16
ATLANTA HAWKS,240,41,78,5,13,12,16,10,23,25,8,5,14,21
PHOENIX SUNS,240,31,79,6,21,15,21,7,33,23,8,5,18,26
BOSTON CELTICS,240,33,79,5,11,28,32,11,35,17,11,6,15,18
SEATTLE SUPERSONICS,240,41,75,10,19,15,20,6,39,23,7,5,23,13
GOLDEN STATE WARRIORS,240,44,99,11,25,6,9,14,30,35,13,2,12,20
VANCOUVER GRIZZLIES,240,40,85,2,11,7,13,8,27,23,5,2,10,20
HOUSTON ROCKETS,240,42,85,5,18,17,24,18,35,28,8,5,13,16
NEW JERSEY NETS,240,38,80,5,18,20,27,9,23,15,9,2,8,23
LOS ANGELES LAKERS,240,41,81,8,20,23,29,13,30,28,3,3,13,25
DETROIT PISTONS,240,32,85,3,10,22,30,17,25,24,7,7,12,23
PHILADELPHIA 76ERS,240,41,84,1,5,22,29,18,31,21,11,7,11,26
