team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,240,43,73,11,17,13,16,5,23,28,8,4,13,21
CHARLOTTE HORNETS,240,35,68,4,12,23,27,8,23,27,10,2,15,19
TORONTO RAPTORS,240,36,90,2,10,16,20,20,30,22,8,2,10,18
CHICAGO BULLS,240,30,67,3,6,17,20,6,28,26,7,4,16,19
ATLANTA HAWKS,240,45,90,3,4,8,10,14,28,25,11,9,12,19
CLEVELAND CAVALIERS,240,35,79,1,7,19,27,18,28,17,11,10,19,21
DALLAS MAVERICKS,240,36,82,7,15,21,23,6,26,22,7,9,10,21
DENVER NUGGETS,240,38,88,6,15,20,24,16,33,27,3,7,11,24
SACRAMENTO KINGS,240,41,90,7,24,12,16,16,28,24,10,4,6,13
LOS ANGELES CLIPPERS,240,40,87,4,12,5,9,14,31,22,2,5,11,11
DETROIT PISTONS,240,35,80,6,15,32,43,16,30,19,8,0,13,21
MILWAUKEE BUCKS,240,38,83,9,20,18,29,16,28,31,10,3,19,35
PORTLAND TRAIL BLAZERS,240,32,83,4,11,12,15,13,30,18,6,3,11,15
MINNESOTA TIMBERWOLVES,240,41,79,3,9,8,12,3,38,27,2,2,10,15
MIAMI HEAT,240,28,76,7,17,18,25,10,42,18,10,2,14,19
ORLANDO MAGIC,240,23,80,3,16,10,18,15,33,11,9,8,17,21
NEW JERSEY NETS,240,35,86,7,18,20,26,10,28,20,11,1,8,27
SEATTLE SUPERSONICS,240,36,72,7,16,27,37,10,42,22,4,5,19,20
SAN ANTONIO SPURS,240,33,64,5,16,28,46,11,30,17,4,5,7,24
UTAH JAZZ,240,31,82,4,15,20,27,17,24,19,5,0,9,32
PHOENIX SUNS,240,30,72,3,13,19,24,6,27,18,7,5,17,25
WASHINGTON WIZARDS,240,34,72,3,14,18,25,10,32,25,10,5,21,25
