team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,31,69,1,6,19,25,12,36,14,13,5,23,19
BOSTON CELTICS,240,32,84,4,12,15,22,15,22,20,15,2,16,19
PORTLAND TRAIL BLAZERS,240,34,68,5,11,31,37,9,28,28,9,4,23,26
CHICAGO BULLS,240,38,78,3,8,21,24,11,21,37,10,5,16,25
PHILADELPHIA 76ERS,240,43,80,4,11,24,33,10,35,28,15,5,17,17
DALLAS MAVERICKS,240,39,85,8,24,12,18,10,31,20,12,8,19,23
HOUSTON ROCKETS,240,40,85,7,18,13,21,13,30,18,7,6,13,22
DENVER NUGGETS,240,35,79,11,19,24,32,12,34,30,6,9,11,14
NEW YORK KNICKS,240,31,68,7,17,22,32,7,31,19,7,2,14,17
MILWAUKEE BUCKS,240,40,82,14,31,11,15,9,27,26,4,7,13,23
PHOENIX SUNS,240,31,80,1,8,10,17,12,29,23,13,5,19,14
MINNESOTA TIMBERWOLVES,240,33,71,2,8,14,20,6,34,24,12,11,20,19
TORONTO RAPTORS,290,33,85,7,18,38,48,16,31,20,9,3,17,28
ORLANDO MAGIC,290,44,88,7,16,21,37,14,36,25,8,0,15,35
NEW JERSEY NETS,240,45,94,1,9,13,21,15,23,25,8,4,8,22
SACRAMENTO KINGS,240,48,86,14,28,20,29,17,34,30,7,7,14,15
VANCOUVER GRIZZLIES,240,30,78,2,9,15,19,9,22,16,7,4,20,22
SAN ANTONIO SPURS,240,47,86,6,10,10,18,18,35,24,12,4,15,20
LOS ANGELES LAKERS,240,28,81,8,28,16,32,14,26,20,10,6,14,24
SEATTLE SUPERSONICS,240,29,66,4,10,29,37,9,41,19,8,3,21,23
GOLDEN STATE WARRIORS,240,28,89,5,20,17,24,17,21,15,15,6,14,23
UTAH JAZZ,240,40,70,4,8,16,28,10,42,28,5,15,29,24
CHARLOTTE HORNETS,240,34,81,9,15,18,23,14,25,29,7,5,13,24
WASHINGTON WIZARDS,240,37,72,0,3,23,31,8,30,18,7,7,16,23
