team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,39,80,9,14,21,30,17,28,26,7,5,21,35
CLEVELAND CAVALIERS,240,36,83,7,12,33,47,20,24,24,15,8,12,25
PHILADELPHIA 76ERS,240,42,83,0,3,17,21,12,42,26,9,8,22,21
DALLAS MAVERICKS,240,38,92,7,18,17,21,13,26,29,12,12,12,18
CHARLOTTE HORNETS,240,32,87,5,15,14,21,11,36,19,5,9,15,17
HOUSTON ROCKETS,240,38,89,8,18,15,21,12,37,26,10,9,8,19
BOSTON CELTICS,240,42,88,5,17,7,12,13,32,18,9,3,14,28
INDIANA PACERS,240,36,74,3,11,24,30,7,36,24,6,6,12,14
GOLDEN STATE WARRIORS,240,48,90,6,15,5,7,13,33,26,7,5,8,19
LOS ANGELES CLIPPERS,240,28,81,5,17,15,18,11,25,10,5,5,16,11
ORLANDO MAGIC,240,38,73,3,10,19,28,7,37,22,6,5,12,20
NEW YORK KNICKS,240,31,77,3,11,12,15,7,29,24,3,5,15,21
CHICAGO BULLS,240,31,80,6,14,13,17,16,18,15,15,3,11,18
PORTLAND TRAIL BLAZERS,240,37,78,1,10,17,20,19,32,25,6,6,18,17
LOS ANGELES LAKERS,240,34,78,1,10,12,20,8,25,22,5,8,11,20
SAN ANTONIO SPURS,240,43,82,5,11,14,19,9,37,23,6,3,11,19
SEATTLE SUPERSONICS,240,37,76,10,22,20,25,11,24,23,6,6,13,23
UTAH JAZZ,240,38,81,7,13,13,14,12,24,31,4,3,15,24
