team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DENVER NUGGETS,240,38,87,5,20,15,21,14,35,27,1,9,15,22
DALLAS MAVERICKS,240,40,87,2,7,16,19,9,35,21,7,4,9,23
GOLDEN STATE WARRIORS,240,33,88,2,12,20,27,19,39,17,5,4,18,29
INDIANA PACERS,240,36,85,7,18,25,32,8,32,23,10,12,9,21
ATLANTA HAWKS,240,34,84,4,8,5,5,15,37,19,5,9,17,14
LOS ANGELES CLIPPERS,240,32,85,5,7,9,13,13,31,18,11,9,13,15
CHARLOTTE HORNETS,240,33,82,5,15,22,27,14,31,24,7,4,17,22
NEW JERSEY NETS,240,40,83,3,10,21,27,12,32,27,15,8,12,25
SACRAMENTO KINGS,240,41,94,4,16,4,7,13,28,24,11,2,16,18
VANCOUVER GRIZZLIES,240,39,81,7,17,17,21,13,36,27,10,5,18,14
MIAMI HEAT,240,34,74,6,19,24,28,5,26,20,4,7,8,26
WASHINGTON WIZARDS,240,32,82,7,11,17,19,12,32,19,3,3,15,28
