team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,36,85,5,16,23,31,14,31,25,12,4,14,25
CLEVELAND CAVALIERS,240,33,79,5,15,22,26,10,33,23,4,8,18,29
DETROIT PISTONS,240,39,92,4,13,23,27,16,29,17,9,3,9,21
INDIANA PACERS,240,41,85,9,18,24,28,12,35,29,8,4,12,22
CHARLOTTE HORNETS,240,32,72,2,9,26,31,10,28,25,6,4,13,16
MINNESOTA TIMBERWOLVES,240,39,80,1,7,8,14,12,28,29,5,8,14,26
SEATTLE SUPERSONICS,240,38,93,8,25,10,19,20,26,20,5,2,12,15
ORLANDO MAGIC,240,44,86,5,13,10,12,14,30,26,7,7,14,22
DALLAS MAVERICKS,240,33,85,7,19,14,15,12,22,20,9,1,19,18
PHILADELPHIA 76ERS,240,46,73,2,3,12,18,6,37,31,11,5,22,15
LOS ANGELES LAKERS,240,31,69,6,15,22,27,11,32,21,6,6,16,17
PORTLAND TRAIL BLAZERS,240,36,89,4,17,11,14,17,27,18,13,0,11,22
VANCOUVER GRIZZLIES,240,36,74,4,12,11,20,10,31,26,10,2,21,19
SACRAMENTO KINGS,240,45,89,8,17,14,18,11,30,29,13,4,12,17
MIAMI HEAT,240,24,81,1,10,20,24,16,28,14,3,7,10,25
SAN ANTONIO SPURS,240,34,71,7,15,18,31,9,32,15,6,10,6,18
CHICAGO BULLS,240,34,74,4,6,8,15,11,27,26,7,5,22,20
TORONTO RAPTORS,240,35,85,5,17,12,17,19,29,24,12,17,16,20
