team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES LAKERS,240,34,88,1,8,23,28,12,34,25,7,6,9,15
CHARLOTTE HORNETS,240,32,77,2,12,19,22,7,35,19,6,10,13,22
TORONTO RAPTORS,240,41,88,5,16,14,21,14,25,27,7,4,10,22
INDIANA PACERS,240,43,80,8,17,15,19,10,29,26,4,6,12,21
MINNESOTA TIMBERWOLVES,240,35,76,1,9,18,24,13,26,23,4,4,20,27
NEW YORK KNICKS,240,33,71,3,5,24,29,8,27,22,8,3,15,24
LOS ANGELES CLIPPERS,240,39,97,5,17,13,19,19,28,17,9,10,13,20
ORLANDO MAGIC,240,51,92,9,18,18,21,11,38,30,7,6,14,15
GOLDEN STATE WARRIORS,240,36,79,8,19,15,16,13,25,23,18,2,28,28
PORTLAND TRAIL BLAZERS,240,33,71,8,13,25,29,13,26,23,15,5,26,21
WASHINGTON WIZARDS,240,34,85,3,10,16,26,21,27,17,9,4,14,24
VANCOUVER GRIZZLIES,240,33,79,4,9,22,27,14,30,17,11,4,12,20
