team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,36,82,2,8,9,13,10,41,18,8,5,22,17
HOUSTON ROCKETS,240,38,85,6,22,9,15,7,33,21,14,4,14,18
BOSTON CELTICS,240,39,89,2,11,33,34,23,23,19,9,2,19,26
NEW JERSEY NETS,240,47,81,7,15,30,35,10,26,28,13,4,14,26
VANCOUVER GRIZZLIES,240,27,82,2,8,20,21,12,19,14,7,4,13,18
PHOENIX SUNS,240,41,75,3,8,9,9,9,33,32,10,10,18,21
CHICAGO BULLS,240,31,72,6,13,12,19,11,30,18,6,3,24,15
SACRAMENTO KINGS,240,48,94,12,33,11,11,10,31,29,16,6,10,16
SEATTLE SUPERSONICS,240,30,80,6,20,11,15,10,35,15,6,4,16,23
SAN ANTONIO SPURS,240,32,79,3,10,12,20,10,38,19,7,9,11,17
ATLANTA HAWKS,240,32,75,1,11,23,29,9,34,14,1,1,13,16
TORONTO RAPTORS,240,45,94,6,13,13,13,11,29,35,8,5,5,23
