team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PORTLAND TRAIL BLAZERS,240,33,75,4,11,30,39,17,25,19,9,9,14,26
BOSTON CELTICS,240,35,77,4,10,20,27,12,25,20,7,4,15,30
HOUSTON ROCKETS,240,38,83,6,21,23,30,13,28,18,9,2,15,24
DETROIT PISTONS,240,44,82,2,9,19,23,8,27,22,6,2,14,21
CHICAGO BULLS,240,38,70,5,12,19,24,13,23,17,7,4,18,21
LOS ANGELES CLIPPERS,240,37,75,2,18,14,18,10,14,16,13,5,15,23
GOLDEN STATE WARRIORS,240,35,93,6,15,14,20,20,26,21,12,3,18,28
NEW JERSEY NETS,240,37,81,6,19,30,36,18,31,22,11,9,17,24
MIAMI HEAT,240,32,83,7,17,9,13,11,30,18,9,2,16,20
NEW YORK KNICKS,240,35,74,4,6,20,27,5,34,22,10,4,13,18
SACRAMENTO KINGS,240,38,90,10,31,22,33,15,33,25,11,6,16,26
PHILADELPHIA 76ERS,240,46,99,1,10,26,33,20,37,31,13,3,14,26
SEATTLE SUPERSONICS,240,32,85,9,27,20,25,18,23,15,12,7,18,20
PHOENIX SUNS,240,41,83,6,11,17,22,16,30,30,14,6,17,24
SAN ANTONIO SPURS,240,33,78,3,7,21,26,9,23,14,2,5,10,28
UTAH JAZZ,240,32,69,3,8,26,33,9,30,23,6,9,12,26
DALLAS MAVERICKS,265,35,89,9,17,24,29,12,32,18,11,4,12,22
VANCOUVER GRIZZLIES,265,37,89,3,15,22,31,20,33,20,7,7,20,30
