team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,36,77,3,11,10,13,6,33,20,3,2,10,22
CHARLOTTE HORNETS,240,34,79,10,21,17,18,9,33,26,5,8,10,20
PHILADELPHIA 76ERS,240,37,92,3,8,7,9,14,25,21,7,8,8,18
INDIANA PACERS,240,43,80,12,19,11,12,7,36,27,6,12,10,16
DENVER NUGGETS,240,39,93,9,21,11,14,15,33,24,4,7,10,23
LOS ANGELES LAKERS,240,42,83,6,11,16,28,11,36,27,5,9,10,18
PORTLAND TRAIL BLAZERS,240,40,75,9,16,26,34,10,24,23,7,3,11,19
MILWAUKEE BUCKS,240,47,84,5,13,12,15,9,25,25,5,3,12,26
GOLDEN STATE WARRIORS,240,39,92,3,15,19,29,13,28,24,10,3,16,26
ORLANDO MAGIC,240,46,80,3,8,25,31,8,36,31,9,8,18,29
