team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,32,75,8,16,18,23,13,31,20,4,5,22,32
DETROIT PISTONS,240,32,76,2,13,27,36,11,26,15,15,5,11,24
HOUSTON ROCKETS,240,29,81,7,21,20,25,9,30,18,13,1,14,24
LOS ANGELES LAKERS,240,41,77,6,13,13,23,8,41,26,7,10,18,23
ORLANDO MAGIC,240,38,86,8,19,11,15,10,27,26,5,5,14,28
MILWAUKEE BUCKS,240,36,82,4,12,26,31,17,33,20,2,5,15,21
SAN ANTONIO SPURS,240,34,69,3,7,27,37,10,22,20,13,3,16,17
MINNESOTA TIMBERWOLVES,240,43,81,2,5,14,16,14,26,23,7,6,17,26
PHILADELPHIA 76ERS,240,31,75,2,8,24,33,10,32,18,10,2,10,26
NEW YORK KNICKS,240,31,71,2,8,25,30,9,30,21,5,5,12,27
UTAH JAZZ,240,35,79,7,18,15,23,10,19,26,5,1,12,27
PORTLAND TRAIL BLAZERS,240,33,68,8,15,27,33,11,30,22,5,1,11,22
PHOENIX SUNS,240,36,73,7,14,23,31,9,22,23,13,9,20,27
TORONTO RAPTORS,240,30,75,5,17,38,43,14,28,22,13,6,18,26
