team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,39,89,1,6,23,25,14,36,22,5,7,15,31
CLEVELAND CAVALIERS,240,32,83,4,13,26,30,13,29,22,3,2,15,23
MINNESOTA TIMBERWOLVES,265,32,88,4,10,37,49,13,35,20,10,11,8,30
DENVER NUGGETS,265,30,84,6,13,31,46,17,47,20,3,12,19,35
DALLAS MAVERICKS,240,40,81,10,20,29,33,5,35,29,8,5,13,24
LOS ANGELES CLIPPERS,240,42,91,5,18,17,29,17,33,21,9,3,17,26
TORONTO RAPTORS,240,37,88,6,14,18,26,15,32,17,11,6,14,25
MILWAUKEE BUCKS,240,35,86,1,14,24,29,16,38,14,8,3,17,22
INDIANA PACERS,240,35,77,2,15,30,38,10,39,17,7,7,23,33
ORLANDO MAGIC,240,37,80,5,11,28,43,12,31,22,11,0,16,31
CHARLOTTE HORNETS,240,33,72,2,15,42,55,7,34,24,5,12,5,19
WASHINGTON WIZARDS,240,38,83,6,14,20,25,10,35,22,4,6,15,33
