team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,28,72,12,16,17,26,10,32,23,4,4,8,24
CHARLOTTE HORNETS,240,28,69,7,12,17,20,6,35,22,1,2,9,18
WASHINGTON WIZARDS,240,37,90,5,11,24,40,20,28,21,9,7,14,20
GOLDEN STATE WARRIORS,240,47,96,4,13,14,21,18,40,31,9,7,16,27
SAN ANTONIO SPURS,265,44,85,8,10,17,21,9,29,27,9,4,19,24
HOUSTON ROCKETS,265,40,89,9,26,22,28,13,31,22,8,8,18,21
NEW JERSEY NETS,240,31,70,5,19,24,32,6,32,15,9,7,12,23
MINNESOTA TIMBERWOLVES,240,35,94,5,15,14,19,22,29,24,4,4,13,23
LOS ANGELES LAKERS,240,36,80,4,12,11,19,12,27,25,6,11,13,21
PHILADELPHIA 76ERS,240,33,85,5,9,13,21,21,30,23,9,3,18,20
PORTLAND TRAIL BLAZERS,265,39,86,8,13,22,26,13,34,22,15,5,19,28
SACRAMENTO KINGS,265,41,98,3,20,18,24,18,29,23,7,4,17,23
DALLAS MAVERICKS,240,37,80,8,17,18,26,8,30,20,4,6,9,19
TORONTO RAPTORS,240,41,84,2,6,12,17,11,30,28,5,7,9,24
