team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,35,76,4,11,17,26,12,27,20,10,4,12,23
CHICAGO BULLS,240,29,76,3,10,17,27,19,29,21,4,6,20,16
GOLDEN STATE WARRIORS,240,40,102,9,17,10,20,25,25,15,10,2,13,19
DETROIT PISTONS,240,48,84,11,22,24,27,10,36,28,7,8,14,17
BOSTON CELTICS,240,37,89,2,10,20,30,11,27,23,13,1,12,28
LOS ANGELES LAKERS,240,41,77,2,7,25,38,8,39,35,8,8,19,24
CLEVELAND CAVALIERS,240,32,78,6,15,12,17,8,30,12,7,3,13,22
MIAMI HEAT,240,32,80,6,19,17,19,13,35,22,5,8,15,20
PHILADELPHIA 76ERS,240,33,70,3,6,28,39,11,27,23,11,7,15,17
MILWAUKEE BUCKS,240,36,85,2,6,9,11,14,21,21,7,5,22,27
PHOENIX SUNS,240,31,75,4,15,13,14,8,34,25,6,5,15,21
NEW YORK KNICKS,240,34,79,1,6,15,18,7,29,20,6,3,10,14
ATLANTA HAWKS,240,38,85,7,16,12,17,14,31,26,8,8,8,14
SEATTLE SUPERSONICS,240,36,85,5,16,10,16,18,33,24,7,2,14,15
MINNESOTA TIMBERWOLVES,240,43,81,6,16,15,17,10,30,29,5,5,13,22
TORONTO RAPTORS,240,30,68,6,16,19,27,7,26,20,8,5,14,22
ORLANDO MAGIC,240,31,67,2,6,24,36,8,30,15,6,4,15,28
UTAH JAZZ,240,34,82,2,8,26,33,16,29,26,12,10,9,26
