team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PORTLAND TRAIL BLAZERS,240,37,83,6,14,17,24,10,34,22,4,7,11,24
ATLANTA HAWKS,240,33,91,2,13,22,27,18,34,17,9,4,7,24
NEW JERSEY NETS,240,35,80,6,16,19,24,9,27,22,8,4,11,23
BOSTON CELTICS,240,37,78,5,15,21,28,13,36,26,5,5,14,21
CLEVELAND CAVALIERS,240,41,82,2,9,12,16,5,31,21,7,5,12,33
DETROIT PISTONS,240,34,80,9,28,28,34,11,35,21,4,5,14,18
DENVER NUGGETS,240,39,89,8,18,15,20,11,28,28,8,4,12,21
GOLDEN STATE WARRIORS,240,41,80,6,13,15,25,13,36,29,7,5,18,24
SACRAMENTO KINGS,240,34,87,7,21,19,24,10,33,18,7,6,17,27
INDIANA PACERS,240,38,88,4,19,24,27,11,44,25,7,4,13,22
UTAH JAZZ,240,24,81,0,7,19,26,13,26,15,8,2,19,39
LOS ANGELES LAKERS,240,34,69,5,12,40,55,14,39,27,12,10,16,26
WASHINGTON WIZARDS,240,39,91,5,12,9,10,12,34,19,6,2,12,27
MIAMI HEAT,240,32,76,5,14,30,35,9,36,15,8,10,12,17
HOUSTON ROCKETS,240,32,84,5,16,16,23,9,27,19,6,5,12,8
MINNESOTA TIMBERWOLVES,240,45,80,4,6,8,10,5,42,36,6,7,15,19
PHOENIX SUNS,240,33,80,4,15,16,18,14,30,21,4,2,11,23
SEATTLE SUPERSONICS,240,37,79,7,15,13,20,12,33,17,7,2,11,17
CHICAGO BULLS,240,28,70,2,12,18,23,8,26,12,3,3,18,18
VANCOUVER GRIZZLIES,240,39,81,5,11,18,22,13,33,27,9,7,11,21
