team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,39,75,12,23,8,16,8,30,32,10,3,12,24
CHICAGO BULLS,240,26,66,5,11,22,28,7,31,19,7,5,15,17
DETROIT PISTONS,240,32,89,6,16,28,38,17,29,19,7,6,10,30
CLEVELAND CAVALIERS,240,40,83,6,15,31,38,15,42,28,8,9,17,32
LOS ANGELES CLIPPERS,240,37,84,9,17,13,16,20,37,22,3,5,20,24
DALLAS MAVERICKS,240,34,83,9,18,21,29,15,25,23,12,3,12,23
SEATTLE SUPERSONICS,240,38,86,6,20,15,21,10,29,24,5,9,10,20
DENVER NUGGETS,240,38,92,10,19,19,29,19,36,31,5,13,10,22
SAN ANTONIO SPURS,240,35,75,2,9,26,32,8,42,19,7,6,9,23
LOS ANGELES LAKERS,240,30,95,3,20,17,24,19,31,18,8,5,9,26
NEW JERSEY NETS,240,40,78,7,14,14,20,8,22,26,8,3,11,21
MILWAUKEE BUCKS,240,46,91,5,12,12,17,17,30,26,7,9,11,18
VANCOUVER GRIZZLIES,240,34,70,3,7,14,23,11,19,23,6,2,12,22
PORTLAND TRAIL BLAZERS,240,35,63,3,13,25,32,8,23,27,3,7,11,26
ATLANTA HAWKS,240,36,78,2,5,24,28,12,27,13,6,6,15,20
WASHINGTON WIZARDS,240,41,81,5,10,21,29,15,27,22,9,10,9,26
