team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,33,82,3,7,22,27,14,32,19,8,1,16,17
BOSTON CELTICS,240,36,88,6,24,17,25,19,31,26,10,5,13,23
ATLANTA HAWKS,240,36,82,1,9,14,18,10,21,26,7,5,17,26
CHARLOTTE HORNETS,240,44,81,6,12,25,31,11,31,35,8,9,15,15
MILWAUKEE BUCKS,240,37,81,3,15,24,30,12,34,22,6,8,15,32
CLEVELAND CAVALIERS,240,35,82,6,14,24,36,14,30,28,5,4,14,29
MIAMI HEAT,240,23,69,5,17,22,33,9,26,16,11,6,12,21
DETROIT PISTONS,240,29,73,10,18,22,27,17,36,16,6,2,17,26
TORONTO RAPTORS,240,27,81,6,21,13,20,14,33,19,6,5,10,22
INDIANA PACERS,240,29,76,4,13,15,18,5,38,17,6,3,11,22
NEW JERSEY NETS,265,35,88,3,11,16,17,11,31,17,9,3,10,24
NEW YORK KNICKS,265,36,80,3,14,16,27,12,38,21,6,4,14,16
WASHINGTON WIZARDS,240,32,78,5,10,15,17,17,33,20,11,8,22,27
PHILADELPHIA 76ERS,240,35,74,2,6,21,35,12,26,22,19,3,13,18
VANCOUVER GRIZZLIES,265,37,91,12,22,30,34,17,24,21,7,5,14,24
PHOENIX SUNS,265,46,93,8,23,22,26,12,32,32,9,5,17,32
MINNESOTA TIMBERWOLVES,240,29,84,3,16,22,33,16,32,20,4,4,17,24
SEATTLE SUPERSONICS,240,39,90,10,25,22,28,15,37,25,7,4,8,27
LOS ANGELES CLIPPERS,240,33,76,10,21,17,23,13,22,17,8,8,19,32
UTAH JAZZ,240,35,73,2,10,30,39,11,29,25,7,8,13,21
