team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,38,80,10,22,20,33,8,29,20,7,2,18,36
DETROIT PISTONS,240,31,66,6,15,43,56,6,32,17,8,9,14,28
LOS ANGELES LAKERS,240,40,79,8,14,23,30,7,33,26,7,3,10,21
GOLDEN STATE WARRIORS,240,40,96,6,15,18,26,23,35,28,10,2,12,23
NEW JERSEY NETS,240,39,80,3,10,20,21,5,27,15,12,1,11,19
INDIANA PACERS,240,44,82,6,16,11,15,12,30,28,7,7,17,18
ATLANTA HAWKS,240,34,76,1,9,17,25,12,26,20,7,4,14,23
PHILADELPHIA 76ERS,240,46,84,0,4,15,23,17,28,29,8,4,14,24
HOUSTON ROCKETS,240,44,71,9,18,21,24,5,29,25,3,3,11,19
PORTLAND TRAIL BLAZERS,240,41,87,9,23,14,18,15,20,24,7,5,9,22
SACRAMENTO KINGS,240,39,77,6,11,24,26,10,31,25,10,4,15,17
SAN ANTONIO SPURS,240,37,80,3,8,21,22,11,22,23,9,12,13,23
