team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,33,68,4,12,24,31,9,29,17,4,8,20,20
BOSTON CELTICS,240,38,79,7,10,16,20,8,23,24,12,3,12,28
SEATTLE SUPERSONICS,265,39,96,9,23,16,28,14,35,22,7,3,10,30
LOS ANGELES LAKERS,265,38,95,4,16,26,30,16,40,23,6,1,12,27
ORLANDO MAGIC,240,29,83,1,12,28,40,17,25,16,8,3,19,21
MILWAUKEE BUCKS,240,39,83,8,16,18,24,13,29,28,12,6,20,30
DETROIT PISTONS,240,30,71,5,13,35,42,9,30,20,3,7,9,30
MINNESOTA TIMBERWOLVES,240,35,82,4,11,28,37,16,26,29,4,6,7,30
INDIANA PACERS,240,28,73,7,18,18,24,8,36,17,4,2,14,19
NEW YORK KNICKS,240,36,78,5,13,6,7,5,34,20,5,5,13,25
MIAMI HEAT,240,30,73,4,20,16,22,12,29,19,6,4,13,19
PHILADELPHIA 76ERS,240,36,72,6,12,18,22,7,28,26,9,4,10,23
CLEVELAND CAVALIERS,240,43,84,2,8,15,20,11,25,27,2,2,13,28
TORONTO RAPTORS,240,40,76,6,15,26,34,9,31,28,9,12,12,19
PORTLAND TRAIL BLAZERS,240,31,69,4,14,24,30,8,22,16,7,3,11,32
UTAH JAZZ,240,25,60,5,17,31,41,10,28,16,4,6,16,27
CHARLOTTE HORNETS,240,41,81,1,4,24,37,14,28,18,4,10,10,22
WASHINGTON WIZARDS,240,41,80,3,8,20,26,6,28,29,4,7,7,30
