team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,41,77,7,16,15,18,8,31,25,6,2,12,21
ATLANTA HAWKS,240,33,81,5,13,13,18,14,28,18,7,2,12,14
PHILADELPHIA 76ERS,240,36,77,1,5,29,38,7,33,21,13,3,14,18
BOSTON CELTICS,240,38,92,6,16,15,17,15,36,23,8,5,17,25
DETROIT PISTONS,240,35,82,11,25,16,21,12,36,24,11,3,17,25
CHARLOTTE HORNETS,240,30,79,3,14,19,32,15,33,22,13,3,17,20
UTAH JAZZ,240,38,73,6,14,23,28,9,30,28,11,5,19,20
GOLDEN STATE WARRIORS,240,32,80,2,10,18,22,17,23,24,11,1,22,28
CLEVELAND CAVALIERS,240,39,83,0,3,16,21,15,29,22,5,1,15,24
INDIANA PACERS,240,35,78,3,12,22,29,13,30,19,8,4,12,21
MIAMI HEAT,240,38,76,8,17,19,30,8,42,28,2,5,15,27
NEW JERSEY NETS,240,28,77,2,11,27,35,10,33,24,6,2,10,24
NEW YORK KNICKS,240,36,82,4,16,20,23,12,34,20,4,5,20,22
ORLANDO MAGIC,240,34,80,4,15,17,28,9,27,13,13,9,15,19
MINNESOTA TIMBERWOLVES,240,37,81,3,8,18,22,8,37,24,6,8,14,28
SACRAMENTO KINGS,240,32,90,4,16,24,32,14,36,21,9,2,13,18
HOUSTON ROCKETS,240,44,82,9,22,22,24,9,27,24,5,6,17,19
SEATTLE SUPERSONICS,240,47,101,6,20,16,21,23,23,28,10,4,12,19
