team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,29,70,4,11,34,40,12,27,20,7,7,14,25
CLEVELAND CAVALIERS,240,41,87,9,19,15,18,15,27,33,7,3,9,23
DENVER NUGGETS,265,43,89,10,21,19,27,10,43,20,7,6,20,32
LOS ANGELES CLIPPERS,265,40,94,4,15,30,36,12,33,17,12,1,17,27
DETROIT PISTONS,240,39,81,4,15,12,20,9,30,28,9,2,16,28
PHILADELPHIA 76ERS,240,38,79,2,8,22,30,15,35,25,9,2,22,23
UTAH JAZZ,240,32,80,1,10,18,21,15,23,18,7,7,18,27
SAN ANTONIO SPURS,240,37,74,3,6,29,38,13,28,26,14,8,11,21
MILWAUKEE BUCKS,265,41,80,9,14,29,42,12,43,21,6,9,19,25
WASHINGTON WIZARDS,265,43,93,12,23,18,25,9,28,30,9,5,12,31
