team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,42,82,6,12,15,19,5,23,26,9,1,15,32
CHARLOTTE HORNETS,240,37,65,4,7,34,45,5,35,29,9,10,22,22
SACRAMENTO KINGS,240,46,97,2,15,8,12,19,28,24,11,3,13,12
DALLAS MAVERICKS,240,43,79,13,19,6,8,5,27,28,6,9,19,18
UTAH JAZZ,240,39,76,3,12,22,33,13,28,25,3,4,13,12
LOS ANGELES CLIPPERS,240,39,82,3,8,12,13,12,24,17,5,11,14,30
CLEVELAND CAVALIERS,240,34,71,3,10,14,25,9,21,17,8,0,19,21
MIAMI HEAT,240,44,82,6,16,17,21,10,32,27,12,3,15,19
CHICAGO BULLS,240,24,67,2,10,23,31,12,33,13,6,5,19,25
MILWAUKEE BUCKS,240,37,83,3,7,15,20,11,29,20,13,4,10,24
ATLANTA HAWKS,265,34,81,3,9,5,11,9,37,22,3,6,17,19
MINNESOTA TIMBERWOLVES,265,36,95,5,10,9,12,19,33,23,8,4,9,15
SAN ANTONIO SPURS,240,37,69,5,14,18,28,9,20,29,6,2,13,22
ORLANDO MAGIC,240,44,81,7,15,12,17,15,25,25,7,4,15,27
LOS ANGELES LAKERS,240,33,82,1,7,17,25,14,34,18,8,2,17,19
PHOENIX SUNS,240,33,84,3,15,14,19,10,35,24,5,7,13,27
DENVER NUGGETS,240,36,87,9,29,12,19,12,29,28,7,6,12,19
SEATTLE SUPERSONICS,240,41,88,6,15,18,21,12,36,29,5,3,11,19
DETROIT PISTONS,240,37,75,3,9,27,39,8,31,13,12,4,11,22
TORONTO RAPTORS,240,33,89,8,21,14,17,18,32,23,2,7,18,27
HOUSTON ROCKETS,240,39,82,7,16,15,16,12,39,16,3,9,21,18
VANCOUVER GRIZZLIES,240,39,92,4,12,20,24,10,30,22,11,9,9,18
NEW JERSEY NETS,240,33,80,2,13,25,29,12,30,15,6,2,12,25
WASHINGTON WIZARDS,240,40,76,6,8,16,23,6,30,23,3,6,12,25
