team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,31,84,6,14,12,14,10,34,23,3,3,11,25
CHARLOTTE HORNETS,240,31,74,4,12,30,38,9,42,22,5,5,8,17
DENVER NUGGETS,240,37,82,8,24,21,27,16,30,23,7,2,22,33
GOLDEN STATE WARRIORS,240,43,85,1,8,30,48,18,28,30,12,2,14,26
UTAH JAZZ,240,33,87,1,10,23,27,17,25,19,10,4,9,22
HOUSTON ROCKETS,240,30,69,13,28,26,32,8,32,21,4,2,15,23
NEW YORK KNICKS,265,38,87,7,17,11,15,15,32,18,6,7,13,17
MIAMI HEAT,265,38,87,9,21,10,16,12,31,26,8,8,14,23
PHILADELPHIA 76ERS,240,26,79,6,15,22,31,19,35,19,9,9,18,18
ORLANDO MAGIC,240,38,99,5,16,11,16,22,31,23,9,6,12,21
PHOENIX SUNS,240,39,78,5,10,19,32,12,36,28,7,5,15,27
SACRAMENTO KINGS,240,37,98,7,22,16,23,20,32,19,8,3,12,25
SAN ANTONIO SPURS,240,41,71,4,11,21,27,6,31,33,6,7,12,15
VANCOUVER GRIZZLIES,240,36,81,8,17,19,19,8,26,23,8,2,9,21
