team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,33,83,2,5,17,29,15,22,15,8,2,19,18
BOSTON CELTICS,240,41,78,8,21,22,26,9,32,27,15,4,16,27
MIAMI HEAT,240,29,72,3,12,12,14,12,24,21,6,1,10,23
CHARLOTTE HORNETS,240,31,63,0,7,21,23,7,25,26,6,2,8,11
CHICAGO BULLS,240,30,72,6,22,25,32,17,17,20,8,2,20,23
DETROIT PISTONS,240,44,69,7,13,17,25,8,23,23,11,3,16,26
PHOENIX SUNS,240,39,76,7,11,14,18,10,41,26,9,5,27,26
GOLDEN STATE WARRIORS,240,32,84,2,10,22,33,11,27,25,13,5,16,18
VANCOUVER GRIZZLIES,240,35,74,0,6,26,29,12,31,19,8,4,14,16
HOUSTON ROCKETS,240,36,82,7,24,13,16,8,24,20,9,7,14,23
ATLANTA HAWKS,240,34,92,4,14,20,29,10,31,18,12,5,6,17
INDIANA PACERS,240,44,90,5,18,18,22,12,46,27,5,11,15,20
WASHINGTON WIZARDS,240,39,89,9,16,18,22,15,29,25,4,3,11,30
MILWAUKEE BUCKS,240,42,80,2,5,24,32,9,32,24,8,6,6,22
DALLAS MAVERICKS,240,41,77,10,22,21,23,8,30,25,8,3,13,12
MINNESOTA TIMBERWOLVES,240,46,95,6,15,9,11,16,25,29,10,2,9,19
CLEVELAND CAVALIERS,240,46,86,3,12,16,22,10,37,32,10,3,17,30
NEW JERSEY NETS,240,40,89,5,11,23,29,13,29,27,8,5,12,19
TORONTO RAPTORS,240,41,99,7,20,11,17,17,34,26,11,6,17,28
ORLANDO MAGIC,240,39,83,3,10,25,31,9,37,26,9,3,19,20
DENVER NUGGETS,240,41,81,6,17,8,16,7,32,24,5,9,8,20
PORTLAND TRAIL BLAZERS,240,36,86,4,11,19,21,11,34,24,4,6,8,16
LOS ANGELES LAKERS,265,41,102,4,23,12,20,22,36,23,4,3,11,22
SAN ANTONIO SPURS,265,41,88,6,14,15,24,11,40,27,6,4,12,23
LOS ANGELES CLIPPERS,240,41,94,12,19,20,24,20,29,25,5,5,11,16
SEATTLE SUPERSONICS,240,44,87,8,21,10,19,13,22,27,7,7,12,21
SACRAMENTO KINGS,240,32,79,6,16,16,22,11,27,15,8,4,22,22
UTAH JAZZ,240,36,84,3,10,20,24,16,34,25,10,7,19,27
