team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,40,84,2,9,19,25,9,25,23,11,3,11,29
ATLANTA HAWKS,240,39,74,6,12,20,31,12,35,25,6,3,20,25
CHARLOTTE HORNETS,240,41,81,4,11,19,25,8,36,19,7,4,14,26
BOSTON CELTICS,240,37,83,5,18,23,36,10,34,20,11,1,10,22
VANCOUVER GRIZZLIES,240,39,88,5,13,23,29,13,38,17,3,3,8,21
DALLAS MAVERICKS,240,44,91,8,21,18,22,11,34,21,5,7,6,25
INDIANA PACERS,240,43,76,10,19,16,21,6,26,31,11,3,17,25
DETROIT PISTONS,240,41,85,3,9,16,19,15,25,23,7,4,16,22
SEATTLE SUPERSONICS,240,50,105,5,17,16,21,17,28,25,11,4,11,19
HOUSTON ROCKETS,240,41,81,10,25,20,25,11,32,27,8,7,22,18
MINNESOTA TIMBERWOLVES,240,39,90,1,6,16,21,20,26,22,10,3,11,23
LOS ANGELES LAKERS,240,36,74,2,12,27,31,11,29,28,11,5,16,18
ORLANDO MAGIC,240,31,76,4,19,18,25,16,19,13,12,6,18,19
MIAMI HEAT,240,38,73,6,14,13,17,10,28,26,11,1,21,19
UTAH JAZZ,240,36,76,4,6,20,29,18,31,24,10,5,16,17
PHOENIX SUNS,240,32,72,7,19,11,19,7,24,21,8,4,18,25
SACRAMENTO KINGS,240,37,88,5,15,16,23,10,32,22,7,6,8,19
PORTLAND TRAIL BLAZERS,240,40,88,3,13,19,21,13,37,29,5,3,12,22
CHICAGO BULLS,240,32,72,2,14,18,23,13,28,14,7,6,17,22
TORONTO RAPTORS,240,32,78,5,20,16,18,11,25,14,9,7,14,24
