team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,240,35,82,1,10,22,28,11,25,21,9,1,6,22
CHICAGO BULLS,240,36,67,11,16,17,29,12,33,28,4,4,17,23
PORTLAND TRAIL BLAZERS,240,28,81,6,21,19,33,27,32,14,8,1,15,21
DALLAS MAVERICKS,240,34,76,8,20,16,18,9,28,19,8,9,9,23
HOUSTON ROCKETS,240,36,80,7,16,24,38,14,38,20,5,7,13,19
DENVER NUGGETS,240,37,89,3,20,16,17,10,27,26,6,10,11,27
VANCOUVER GRIZZLIES,240,39,76,2,7,17,20,8,27,22,5,1,15,23
GOLDEN STATE WARRIORS,240,43,82,1,7,22,29,13,28,25,8,5,12,20
PHOENIX SUNS,240,33,74,5,15,24,32,11,36,20,8,1,18,21
LOS ANGELES CLIPPERS,240,34,82,6,14,14,17,10,30,18,7,5,17,24
SAN ANTONIO SPURS,265,36,93,3,7,23,34,15,36,20,11,8,14,24
SACRAMENTO KINGS,265,37,83,6,19,12,21,7,41,19,11,4,20,26
