team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,290,43,101,5,14,18,25,12,40,23,13,4,16,20
ATLANTA HAWKS,290,45,101,2,8,19,24,17,43,21,9,10,21,25
PHILADELPHIA 76ERS,240,36,76,2,6,19,30,15,27,24,10,0,16,20
CHICAGO BULLS,240,34,70,5,16,16,21,8,29,28,9,4,18,26
CHARLOTTE HORNETS,240,38,83,7,15,20,25,7,40,27,9,9,11,18
CLEVELAND CAVALIERS,240,35,100,4,11,14,17,21,36,21,8,8,13,22
LOS ANGELES LAKERS,240,43,92,7,18,9,20,25,31,28,4,3,24,26
DALLAS MAVERICKS,240,42,87,3,10,25,28,14,27,19,15,5,10,25
UTAH JAZZ,265,40,88,6,12,18,20,17,33,29,7,7,22,27
DENVER NUGGETS,265,37,89,7,28,24,33,15,25,29,15,11,11,19
PORTLAND TRAIL BLAZERS,240,48,75,5,10,15,18,9,31,30,7,2,17,16
LOS ANGELES CLIPPERS,240,41,91,6,16,12,18,13,15,21,14,1,10,15
TORONTO RAPTORS,240,24,76,2,11,23,34,8,30,12,8,2,8,24
MIAMI HEAT,240,40,81,2,8,15,22,14,38,23,4,12,15,29
DETROIT PISTONS,240,30,67,4,11,24,28,8,26,14,8,3,18,24
NEW YORK KNICKS,240,36,70,5,13,23,30,7,24,26,8,2,14,23
HOUSTON ROCKETS,240,34,70,12,22,27,35,11,31,18,8,6,19,17
PHOENIX SUNS,240,39,87,6,22,14,19,17,24,23,11,5,13,26
SEATTLE SUPERSONICS,265,50,112,7,19,12,19,17,37,32,17,6,9,24
SACRAMENTO KINGS,265,42,99,13,24,15,18,15,37,24,7,8,20,21
BOSTON CELTICS,240,45,84,8,22,16,27,17,36,19,8,3,18,27
WASHINGTON WIZARDS,240,28,76,3,10,22,32,12,22,18,6,1,17,25
