team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,47,73,5,9,16,19,9,33,27,8,4,11,19
CHICAGO BULLS,240,27,71,5,18,12,18,8,18,20,7,2,13,17
SACRAMENTO KINGS,240,42,81,5,17,23,32,7,29,27,10,7,12,11
DENVER NUGGETS,240,43,94,6,15,12,14,13,29,22,7,5,14,26
DALLAS MAVERICKS,240,35,71,4,13,28,40,9,24,13,8,3,17,28
LOS ANGELES LAKERS,240,42,77,7,16,24,29,10,25,31,10,3,18,27
BOSTON CELTICS,240,33,79,5,15,17,24,6,33,23,7,5,11,20
NEW YORK KNICKS,240,36,73,2,5,21,27,7,39,23,9,4,13,19
GOLDEN STATE WARRIORS,240,30,66,3,11,28,32,9,33,19,7,6,20,24
VANCOUVER GRIZZLIES,240,28,76,3,9,24,35,17,22,15,15,4,12,23
NEW JERSEY NETS,240,36,89,9,21,21,23,16,23,26,13,2,14,22
WASHINGTON WIZARDS,240,45,81,5,13,18,26,12,35,25,8,11,18,16
