team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,33,78,6,18,20,29,13,24,13,5,4,14,18
ATLANTA HAWKS,240,40,96,3,16,17,20,24,28,23,7,2,12,22
CHARLOTTE HORNETS,290,49,100,4,10,31,37,13,42,30,2,5,13,22
BOSTON CELTICS,290,48,108,12,28,21,29,16,36,34,10,5,10,31
ORLANDO MAGIC,240,40,79,5,9,18,23,11,33,30,12,4,19,15
CHICAGO BULLS,240,36,75,4,12,7,11,6,24,29,10,3,19,19
HOUSTON ROCKETS,240,40,90,10,19,5,10,11,39,27,5,11,12,16
DENVER NUGGETS,240,36,95,5,21,11,22,17,35,19,11,7,6,14
SAN ANTONIO SPURS,240,30,73,2,9,26,31,10,36,19,7,3,8,14
GOLDEN STATE WARRIORS,240,31,93,4,9,15,20,22,31,17,7,2,8,20
SEATTLE SUPERSONICS,240,43,79,5,12,16,28,14,37,23,9,2,24,15
LOS ANGELES CLIPPERS,240,43,93,7,22,12,18,11,24,19,16,5,13,22
PORTLAND TRAIL BLAZERS,240,37,86,6,17,11,21,11,27,24,6,7,14,31
LOS ANGELES LAKERS,240,40,78,14,24,25,34,11,32,30,5,2,15,21
MILWAUKEE BUCKS,240,45,81,3,13,14,17,7,28,17,10,1,14,27
NEW JERSEY NETS,240,39,77,11,20,26,34,12,27,22,8,2,13,18
MIAMI HEAT,240,34,64,3,12,17,18,7,21,20,5,2,23,19
NEW YORK KNICKS,240,45,83,0,4,11,19,15,21,25,13,2,14,22
DETROIT PISTONS,265,36,76,3,11,25,31,10,27,24,7,3,20,27
PHILADELPHIA 76ERS,265,41,98,3,9,20,23,20,28,24,11,1,14,27
MINNESOTA TIMBERWOLVES,240,42,96,7,22,5,7,13,39,25,7,2,17,30
PHOENIX SUNS,240,33,79,2,10,32,45,11,33,22,9,6,11,11
VANCOUVER GRIZZLIES,240,36,85,3,7,20,27,11,31,13,13,1,16,25
SACRAMENTO KINGS,240,34,84,4,22,27,39,20,35,17,8,8,20,22
CLEVELAND CAVALIERS,240,33,74,7,20,14,17,11,22,24,12,8,16,17
TORONTO RAPTORS,240,36,78,5,10,19,23,19,26,31,11,6,18,14
