team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,265,42,94,2,11,24,35,21,27,23,13,3,24,33
CHARLOTTE HORNETS,265,39,83,7,21,32,39,17,27,30,17,12,23,27
MINNESOTA TIMBERWOLVES,240,33,79,1,5,16,20,16,28,17,5,7,19,17
HOUSTON ROCKETS,240,39,78,12,24,10,14,7,31,32,11,3,15,16
CLEVELAND CAVALIERS,240,28,68,5,15,17,21,9,18,11,7,4,13,28
INDIANA PACERS,240,36,72,6,12,22,25,14,23,26,10,7,12,20
ATLANTA HAWKS,240,24,65,5,14,26,36,5,27,6,7,2,11,19
MIAMI HEAT,240,34,76,8,21,17,25,13,28,22,6,2,9,27
TORONTO RAPTORS,240,34,81,3,14,15,22,13,27,19,9,3,19,21
MILWAUKEE BUCKS,240,35,78,5,10,24,27,12,32,24,9,3,18,20
SAN ANTONIO SPURS,240,33,70,1,10,20,24,8,31,21,8,3,13,19
PORTLAND TRAIL BLAZERS,240,33,77,6,13,9,14,11,28,26,8,5,15,20
DALLAS MAVERICKS,240,36,88,8,18,20,29,9,28,21,10,4,10,32
SEATTLE SUPERSONICS,240,38,72,5,17,29,39,5,42,19,3,5,17,22
LOS ANGELES CLIPPERS,240,30,81,4,13,18,25,14,18,15,12,3,7,21
UTAH JAZZ,240,40,64,0,3,19,23,7,36,32,5,9,17,21
