team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,26,67,3,10,21,26,14,35,17,9,4,16,17
CLEVELAND CAVALIERS,240,25,76,3,12,12,15,12,24,21,9,6,12,23
PORTLAND TRAIL BLAZERS,240,42,81,9,22,17,22,12,26,29,10,5,13,17
DENVER NUGGETS,240,40,83,9,22,13,17,13,22,25,9,4,14,18
PHILADELPHIA 76ERS,240,37,72,4,13,18,35,10,23,21,12,2,12,22
DETROIT PISTONS,240,38,75,3,11,21,26,14,29,16,4,4,15,23
LOS ANGELES CLIPPERS,240,33,77,3,12,15,26,11,23,17,5,3,15,18
HOUSTON ROCKETS,240,41,80,11,21,17,21,12,27,28,8,4,15,23
NEW YORK KNICKS,240,30,89,2,8,9,12,19,27,11,5,5,9,16
INDIANA PACERS,240,37,74,8,16,12,14,9,34,24,6,6,10,19
CHARLOTTE HORNETS,240,35,72,6,16,17,20,6,27,22,8,1,11,23
MIAMI HEAT,240,38,73,6,17,18,27,7,32,24,5,3,12,19
PHOENIX SUNS,240,36,86,7,17,21,25,18,36,24,8,5,18,20
SACRAMENTO KINGS,240,42,97,7,27,20,23,17,27,21,12,5,9,20
UTAH JAZZ,240,30,71,1,5,17,22,9,21,23,9,3,12,32
SAN ANTONIO SPURS,240,25,62,1,7,33,46,13,32,10,10,8,15,24
LOS ANGELES LAKERS,240,35,77,5,13,16,34,8,34,22,8,6,10,27
SEATTLE SUPERSONICS,240,27,72,4,21,26,40,14,36,15,4,8,16,29
