team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,40,76,8,14,17,28,6,37,27,2,5,9,20
CHARLOTTE HORNETS,240,35,81,4,8,21,25,10,31,20,4,6,7,20
DENVER NUGGETS,240,35,84,3,8,18,21,14,28,19,5,7,10,31
DALLAS MAVERICKS,240,36,79,4,11,29,36,16,33,22,4,13,12,21
PHILADELPHIA 76ERS,240,30,72,3,7,9,13,11,33,19,5,0,15,19
HOUSTON ROCKETS,240,28,70,5,18,16,20,10,29,19,9,4,14,18
MIAMI HEAT,240,34,82,3,12,11,15,9,33,26,11,8,12,24
MILWAUKEE BUCKS,240,31,75,3,16,21,28,12,35,21,8,3,16,21
CHICAGO BULLS,240,29,73,1,7,15,24,9,20,19,7,7,19,21
MINNESOTA TIMBERWOLVES,240,52,81,5,11,18,22,7,32,39,10,7,9,24
SEATTLE SUPERSONICS,240,38,100,10,25,8,10,21,30,16,6,3,14,23
NEW JERSEY NETS,240,41,88,3,10,21,26,15,34,22,8,9,12,17
ATLANTA HAWKS,240,30,81,2,8,18,24,14,33,16,7,3,20,16
PHOENIX SUNS,240,45,88,7,15,11,15,11,32,28,12,9,12,23
LOS ANGELES CLIPPERS,240,38,76,4,10,21,25,5,29,29,4,6,15,26
PORTLAND TRAIL BLAZERS,240,44,86,7,18,24,30,11,24,33,10,5,9,21
