team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,32,75,10,22,18,26,8,35,19,4,11,10,18
BOSTON CELTICS,240,35,91,4,29,11,17,19,36,18,5,5,11,22
DALLAS MAVERICKS,240,34,87,4,18,17,19,11,28,18,9,7,7,22
CHARLOTTE HORNETS,240,28,72,2,4,20,24,11,37,18,5,4,21,21
MEMPHIS GRIZZLIES,240,34,74,6,15,20,27,9,20,24,13,8,17,19
CLEVELAND CAVALIERS,240,37,77,10,17,17,20,15,28,29,11,7,22,24
LOS ANGELES LAKERS,240,35,74,7,12,12,25,17,42,27,6,6,14,15
DENVER NUGGETS,240,28,86,4,15,8,10,13,23,14,7,6,9,23
CHICAGO BULLS,240,39,81,4,10,10,22,11,30,25,3,4,14,22
MILWAUKEE BUCKS,240,37,74,4,14,18,24,7,29,24,10,4,10,22
MINNESOTA TIMBERWOLVES,240,41,91,6,13,18,21,13,29,22,7,7,13,23
ORLANDO MAGIC,240,39,90,12,27,27,30,16,29,23,5,4,12,22
DETROIT PISTONS,240,32,78,6,22,19,26,6,29,23,9,7,10,29
PHILADELPHIA 76ERS,240,30,76,2,7,32,38,11,39,15,8,4,13,21
NEW YORK KNICKS,240,27,80,2,20,16,20,14,25,15,5,4,16,18
PHOENIX SUNS,240,40,78,3,11,13,16,8,33,24,11,7,11,24
PORTLAND TRAIL BLAZERS,240,35,75,3,10,10,14,9,32,20,7,4,17,19
SACRAMENTO KINGS,240,39,87,4,12,13,20,16,33,21,7,2,14,12
SEATTLE SUPERSONICS,240,39,84,5,15,10,15,13,20,19,8,2,12,22
SAN ANTONIO SPURS,240,43,79,8,24,16,22,15,28,27,6,8,16,20
NEW JERSEY NETS,265,37,89,5,18,11,15,16,35,17,11,11,27,27
UTAH JAZZ,265,34,90,1,6,20,33,19,32,26,15,7,18,25
