team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,39,71,9,17,23,31,5,29,23,6,7,13,25
CHARLOTTE HORNETS,240,40,90,5,16,20,23,13,25,22,7,3,11,29
LOS ANGELES CLIPPERS,240,37,84,4,9,15,25,17,30,22,6,13,13,20
DENVER NUGGETS,240,36,93,7,24,17,22,23,26,19,10,5,9,20
HOUSTON ROCKETS,240,31,72,4,13,19,26,11,30,17,4,4,17,16
MEMPHIS GRIZZLIES,240,44,89,11,20,3,4,10,30,24,11,10,11,23
WASHINGTON WIZARDS,240,33,74,5,10,13,17,10,35,13,4,4,10,17
MIAMI HEAT,240,31,82,5,11,8,10,12,29,16,5,7,8,15
UTAH JAZZ,240,30,75,2,10,14,20,13,31,20,9,9,21,22
PHOENIX SUNS,240,41,86,6,14,10,14,13,27,30,12,13,15,22
MILWAUKEE BUCKS,240,38,75,7,19,12,21,11,21,19,9,3,11,18
PORTLAND TRAIL BLAZERS,240,41,86,6,17,13,14,21,25,24,8,3,11,19
SACRAMENTO KINGS,265,39,84,3,5,28,37,9,33,19,4,4,11,22
SAN ANTONIO SPURS,265,39,88,2,12,26,28,12,36,13,5,6,13,30
LOS ANGELES LAKERS,240,41,81,5,13,20,27,11,27,23,7,6,7,23
SEATTLE SUPERSONICS,240,30,69,4,13,28,33,6,27,19,3,2,13,21
