team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,35,80,1,5,22,32,10,26,23,6,4,6,24
DENVER NUGGETS,240,37,75,4,15,23,28,12,31,22,2,8,11,27
NEW JERSEY NETS,240,37,81,3,8,14,26,9,40,24,4,8,17,19
INDIANA PACERS,240,30,87,2,11,20,24,12,36,17,7,6,14,22
PHILADELPHIA 76ERS,240,30,77,2,5,20,27,17,30,15,13,3,18,19
MIAMI HEAT,240,30,71,2,11,14,19,9,31,18,6,5,17,23
CLEVELAND CAVALIERS,240,37,86,6,14,27,33,13,32,18,5,1,10,27
MINNESOTA TIMBERWOLVES,240,36,78,6,17,25,33,6,30,27,2,8,11,27
PORTLAND TRAIL BLAZERS,240,32,90,1,23,17,26,20,33,10,10,2,10,26
NEW YORK KNICKS,240,31,74,2,14,25,32,11,36,17,5,4,11,26
TORONTO RAPTORS,240,34,81,4,11,14,17,11,25,20,13,4,13,16
SACRAMENTO KINGS,240,39,84,2,10,15,19,15,30,21,9,4,17,12
HOUSTON ROCKETS,240,31,75,5,12,19,24,9,32,9,11,5,14,19
SAN ANTONIO SPURS,240,33,80,7,17,17,21,14,28,13,8,6,13,18
PHOENIX SUNS,240,37,83,2,9,16,22,10,31,24,10,3,13,22
SEATTLE SUPERSONICS,240,36,80,5,20,14,19,9,32,17,10,4,18,21
