team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,34,89,2,7,8,9,8,37,16,4,3,9,19
DETROIT PISTONS,240,37,80,9,23,17,19,2,44,26,5,8,8,20
PORTLAND TRAIL BLAZERS,240,33,78,4,16,16,23,9,28,27,11,10,16,28
GOLDEN STATE WARRIORS,240,35,91,4,10,22,35,28,37,22,7,3,19,17
UTAH JAZZ,240,35,73,3,10,23,37,12,27,24,8,6,20,33
LOS ANGELES LAKERS,240,35,68,2,11,28,42,5,25,22,14,8,18,30
DALLAS MAVERICKS,240,37,78,2,18,18,31,5,37,24,11,5,15,26
MEMPHIS GRIZZLIES,240,26,76,4,20,29,37,13,39,15,10,5,20,22
HOUSTON ROCKETS,240,41,77,10,16,11,19,7,29,24,3,6,10,16
PHOENIX SUNS,240,41,81,1,7,17,25,12,33,18,4,3,10,21
SAN ANTONIO SPURS,240,30,89,3,11,20,28,16,30,14,12,6,14,20
SACRAMENTO KINGS,240,42,89,4,9,15,20,15,40,26,10,7,18,22
INDIANA PACERS,240,34,89,7,21,25,32,16,27,22,9,4,18,33
TORONTO RAPTORS,240,37,76,6,15,33,40,14,31,26,9,11,21,26
