team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,35,81,17,37,16,21,8,23,21,13,1,11,21
ATLANTA HAWKS,240,43,74,7,12,19,25,8,38,25,5,5,18,13
PORTLAND TRAIL BLAZERS,240,36,72,3,10,22,25,7,22,23,12,5,14,22
CHARLOTTE HORNETS,240,34,73,5,10,14,23,14,20,22,7,5,20,21
INDIANA PACERS,240,37,81,3,9,21,29,13,36,10,6,3,18,26
DETROIT PISTONS,240,38,80,8,18,20,29,7,29,19,9,3,16,25
CHICAGO BULLS,240,35,75,0,5,18,30,13,33,23,5,2,13,21
GOLDEN STATE WARRIORS,240,34,86,6,15,19,27,17,29,28,6,6,10,24
DALLAS MAVERICKS,240,37,84,4,13,9,14,7,22,16,8,3,12,26
HOUSTON ROCKETS,240,46,80,7,20,25,34,12,38,21,8,3,10,13
CLEVELAND CAVALIERS,240,38,80,3,11,14,21,12,33,28,5,2,11,27
MEMPHIS GRIZZLIES,240,36,76,6,13,20,35,10,27,22,7,6,9,17
UTAH JAZZ,240,32,75,1,8,28,33,15,26,21,8,1,16,22
MILWAUKEE BUCKS,240,38,84,8,20,20,25,15,25,26,12,6,11,21
ORLANDO MAGIC,240,35,87,7,20,18,25,10,22,17,7,2,10,17
MINNESOTA TIMBERWOLVES,240,42,82,4,13,15,17,12,43,28,8,6,20,21
PHILADELPHIA 76ERS,240,38,86,1,9,17,24,15,32,21,13,5,14,20
NEW JERSEY NETS,240,33,88,0,12,16,25,20,30,22,10,15,17,25
DENVER NUGGETS,240,36,85,9,26,22,29,16,27,20,7,4,10,20
SEATTLE SUPERSONICS,240,34,73,8,21,17,18,11,26,21,6,6,16,24
