team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,45,93,14,25,11,16,14,32,30,7,5,8,17
CLEVELAND CAVALIERS,240,41,78,1,7,16,24,7,31,28,3,12,14,16
CHARLOTTE HORNETS,240,37,83,7,12,11,16,10,32,14,6,2,16,25
DALLAS MAVERICKS,240,38,79,7,19,27,32,6,36,22,9,5,9,15
DENVER NUGGETS,240,41,85,2,12,9,12,12,23,21,5,4,12,22
HOUSTON ROCKETS,240,38,83,6,21,17,23,15,31,16,6,5,13,14
SEATTLE SUPERSONICS,265,29,91,9,24,18,24,16,37,17,10,4,17,24
MIAMI HEAT,265,36,80,6,13,9,16,5,38,29,6,3,21,20
NEW YORK KNICKS,240,33,69,8,19,20,34,10,26,22,6,0,14,17
MINNESOTA TIMBERWOLVES,240,41,85,7,11,15,18,14,27,30,9,6,10,23
INDIANA PACERS,240,34,74,3,13,16,21,13,23,22,9,3,14,20
PHILADELPHIA 76ERS,240,30,72,3,17,14,19,15,22,22,3,5,17,22
MEMPHIS GRIZZLIES,240,36,86,10,25,19,28,9,23,26,7,4,9,15
PHOENIX SUNS,240,44,79,3,11,22,27,10,40,30,9,4,11,24
UTAH JAZZ,240,29,65,3,9,22,29,6,17,21,6,3,19,20
PORTLAND TRAIL BLAZERS,240,39,70,6,17,17,21,11,23,27,11,4,20,23
ORLANDO MAGIC,240,31,89,2,10,25,31,21,24,14,9,5,16,27
SAN ANTONIO SPURS,240,37,68,6,14,24,41,12,27,23,9,10,18,23
