team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,33,79,7,17,43,55,14,28,21,3,11,20,28
CLEVELAND CAVALIERS,240,46,92,6,11,29,39,14,27,33,13,4,16,43
PHOENIX SUNS,240,41,93,4,19,29,38,16,32,20,5,6,13,26
DALLAS MAVERICKS,240,46,87,10,18,18,26,11,34,32,7,8,16,25
LOS ANGELES CLIPPERS,240,37,84,3,11,13,21,7,35,14,7,4,14,22
INDIANA PACERS,240,38,86,8,16,24,29,11,36,24,4,3,13,23
DENVER NUGGETS,240,36,86,11,23,18,27,12,30,23,5,3,12,19
MILWAUKEE BUCKS,240,39,88,5,14,16,24,11,38,23,4,4,12,24
GOLDEN STATE WARRIORS,240,41,85,5,12,17,23,6,35,23,8,3,10,20
MINNESOTA TIMBERWOLVES,240,33,80,0,8,10,14,10,31,25,4,2,21,25
HOUSTON ROCKETS,240,34,79,7,19,19,25,14,31,10,2,4,16,14
NEW JERSEY NETS,240,44,88,5,13,13,16,9,32,21,11,3,4,18
CHICAGO BULLS,240,32,75,7,18,16,21,12,25,21,8,4,17,22
ORLANDO MAGIC,240,40,82,4,8,24,27,12,28,26,9,4,11,23
CHARLOTTE HORNETS,240,43,94,2,5,18,25,13,37,32,12,4,15,18
PHILADELPHIA 76ERS,240,33,89,0,8,18,27,17,34,18,5,6,20,22
PORTLAND TRAIL BLAZERS,240,39,93,6,14,17,23,16,42,28,10,5,13,22
SACRAMENTO KINGS,240,36,91,5,15,19,25,13,31,24,8,3,12,20
WASHINGTON WIZARDS,240,39,82,4,7,17,22,13,34,23,7,2,11,26
SAN ANTONIO SPURS,240,31,75,4,11,23,30,9,28,15,6,10,12,16
MIAMI HEAT,240,30,68,6,14,22,26,8,39,19,9,4,25,33
SEATTLE SUPERSONICS,240,32,81,7,28,21,27,5,24,18,8,4,14,24
LOS ANGELES LAKERS,240,39,81,1,8,27,34,13,29,20,7,10,7,16
VANCOUVER GRIZZLIES,240,38,81,5,10,13,15,13,24,19,4,3,11,33
