team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,34,68,2,4,26,38,12,30,21,10,7,13,21
BOSTON CELTICS,240,31,77,3,12,21,29,18,23,16,9,5,15,27
MINNESOTA TIMBERWOLVES,240,39,86,2,3,18,21,17,29,24,8,4,21,28
CHARLOTTE HORNETS,240,39,75,3,6,22,35,8,25,29,15,9,15,17
CHICAGO BULLS,240,40,82,3,9,8,12,7,30,20,8,4,15,20
INDIANA PACERS,240,34,79,9,22,25,28,11,29,19,9,7,12,17
CLEVELAND CAVALIERS,240,41,73,6,10,13,22,5,25,20,4,1,13,22
NEW JERSEY NETS,240,38,82,7,20,28,31,14,24,22,8,8,9,20
MILWAUKEE BUCKS,240,47,93,4,11,18,19,18,31,28,9,8,16,32
ORLANDO MAGIC,240,32,82,2,12,33,40,16,28,18,7,3,17,21
TORONTO RAPTORS,240,34,84,4,14,19,27,19,37,23,6,4,18,21
PHILADELPHIA 76ERS,240,36,92,5,13,16,24,19,29,20,12,4,12,26
HOUSTON ROCKETS,240,30,75,3,10,14,26,15,29,13,5,6,18,23
SAN ANTONIO SPURS,240,30,74,2,6,21,28,9,30,19,9,11,14,25
SACRAMENTO KINGS,240,38,92,3,13,30,38,11,38,22,11,5,16,27
VANCOUVER GRIZZLIES,240,37,86,6,15,26,35,12,43,22,6,6,17,30
