team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES CLIPPERS,240,43,91,6,15,13,18,14,30,25,2,9,15,22
DENVER NUGGETS,240,46,86,8,17,28,36,11,34,32,5,7,8,21
TORONTO RAPTORS,240,38,91,2,9,22,27,16,30,22,6,3,12,23
HOUSTON ROCKETS,240,37,87,3,13,22,29,16,33,25,4,3,14,22
MINNESOTA TIMBERWOLVES,240,31,89,3,8,13,15,10,30,18,10,5,9,17
MIAMI HEAT,240,36,82,4,11,13,16,13,47,25,3,5,17,17
NEW YORK KNICKS,240,30,79,5,13,18,25,14,34,10,4,2,15,20
NEW JERSEY NETS,240,33,80,6,15,17,20,11,36,18,10,8,9,21
SEATTLE SUPERSONICS,240,34,85,9,27,12,22,16,28,25,10,1,14,24
PORTLAND TRAIL BLAZERS,240,39,78,4,11,12,21,14,35,24,7,2,17,28
BOSTON CELTICS,240,40,89,5,11,16,24,13,26,23,8,2,13,33
SACRAMENTO KINGS,240,39,75,8,19,28,32,8,36,29,6,12,17,22
