team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,43,87,4,8,16,17,10,26,27,11,8,7,30
ATLANTA HAWKS,240,32,75,1,7,31,40,14,27,14,4,6,13,16
ORLANDO MAGIC,240,33,86,2,8,15,23,18,33,16,8,9,11,19
CHICAGO BULLS,240,28,83,4,13,14,16,16,35,21,7,11,14,22
NEW JERSEY NETS,240,35,77,7,18,21,23,7,35,22,11,6,15,29
CLEVELAND CAVALIERS,240,28,77,2,9,16,24,12,31,22,7,5,23,23
MINNESOTA TIMBERWOLVES,240,43,80,2,4,20,25,8,33,22,5,6,13,27
DALLAS MAVERICKS,240,42,91,5,15,15,19,13,29,18,3,3,14,22
SAN ANTONIO SPURS,240,29,74,5,10,21,29,7,30,20,8,0,14,21
DENVER NUGGETS,240,34,82,1,9,17,27,19,34,20,8,7,16,20
PHILADELPHIA 76ERS,240,38,91,1,7,14,21,13,29,17,11,6,13,32
DETROIT PISTONS,240,35,79,5,14,29,38,14,34,20,5,5,20,16
BOSTON CELTICS,240,39,80,1,13,15,24,12,26,20,10,6,12,29
HOUSTON ROCKETS,240,34,76,4,15,28,40,15,33,21,5,7,14,17
CHARLOTTE HORNETS,240,38,85,6,13,24,32,16,34,22,12,2,12,17
MIAMI HEAT,240,37,82,3,13,12,19,9,27,26,5,15,14,25
INDIANA PACERS,240,35,76,10,26,15,18,9,31,22,3,5,19,26
MILWAUKEE BUCKS,240,42,84,7,13,18,26,12,28,24,9,4,11,19
WASHINGTON WIZARDS,240,33,67,5,10,24,29,5,33,24,6,4,16,23
NEW YORK KNICKS,240,29,76,1,9,24,28,9,22,11,7,6,13,25
SACRAMENTO KINGS,240,36,87,8,18,23,35,15,37,19,8,5,18,27
PHOENIX SUNS,240,42,94,10,27,25,31,15,43,24,10,7,13,25
VANCOUVER GRIZZLIES,240,31,70,5,10,22,34,6,26,16,4,6,15,28
SEATTLE SUPERSONICS,240,37,77,7,17,31,35,12,33,28,9,4,14,32
