team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
VANCOUVER GRIZZLIES,240,38,88,6,18,22,27,17,34,20,8,2,15,20
DALLAS MAVERICKS,240,38,85,4,13,15,22,10,28,22,7,10,12,24
SAN ANTONIO SPURS,240,33,81,2,12,9,15,12,35,17,8,6,15,22
INDIANA PACERS,240,29,80,6,20,19,27,12,37,18,10,4,13,14
WASHINGTON WIZARDS,240,32,89,3,11,13,20,14,35,20,6,4,14,32
LOS ANGELES LAKERS,240,32,72,2,6,25,38,6,39,21,6,15,11,18
DETROIT PISTONS,240,39,74,9,17,29,34,3,20,27,8,2,11,17
MILWAUKEE BUCKS,240,49,95,3,7,11,15,17,31,29,5,1,13,29
GOLDEN STATE WARRIORS,240,30,90,1,14,22,31,21,33,18,5,3,14,22
NEW YORK KNICKS,240,37,84,2,8,13,21,14,31,20,11,7,15,28
ORLANDO MAGIC,240,46,100,1,13,14,19,23,31,24,12,6,28,33
PHOENIX SUNS,240,40,84,7,17,23,30,10,22,30,12,14,21,22
MIAMI HEAT,240,33,69,6,16,14,21,7,36,23,7,7,17,18
PORTLAND TRAIL BLAZERS,240,31,80,4,14,10,14,11,29,21,11,2,17,19
CLEVELAND CAVALIERS,240,35,80,3,7,25,35,10,31,20,11,4,19,27
TORONTO RAPTORS,240,38,89,9,22,16,20,14,33,30,10,8,22,31
