team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,43,90,3,6,20,23,19,35,27,7,8,16,22
DALLAS MAVERICKS,240,41,89,8,17,14,17,10,24,28,8,10,12,22
BOSTON CELTICS,240,33,78,5,16,31,45,6,37,19,8,3,9,33
DENVER NUGGETS,240,30,77,3,13,31,47,14,39,21,3,10,14,32
ATLANTA HAWKS,265,42,99,3,11,18,24,25,35,24,5,7,16,21
DETROIT PISTONS,265,40,87,7,14,19,26,11,28,26,9,4,10,19
LOS ANGELES CLIPPERS,240,38,85,6,14,18,23,8,30,23,5,13,15,22
HOUSTON ROCKETS,240,50,94,6,14,16,23,13,34,36,7,5,10,15
CHARLOTTE HORNETS,240,38,78,7,15,16,27,5,32,21,6,2,14,16
INDIANA PACERS,240,40,85,11,23,18,20,10,32,29,7,2,12,24
CLEVELAND CAVALIERS,240,37,81,6,13,10,14,11,31,19,5,1,22,37
MILWAUKEE BUCKS,240,31,74,1,9,28,37,11,30,19,8,4,14,22
CHICAGO BULLS,240,28,70,4,14,16,23,7,23,19,7,2,14,21
MINNESOTA TIMBERWOLVES,240,36,71,2,4,20,23,7,32,26,10,3,15,23
ORLANDO MAGIC,240,38,90,5,13,11,17,15,42,19,5,5,20,17
NEW JERSEY NETS,240,42,110,8,26,10,12,22,35,30,9,6,13,22
PHILADELPHIA 76ERS,240,36,83,3,11,15,23,10,25,24,10,3,17,24
PORTLAND TRAIL BLAZERS,240,37,75,9,18,25,31,10,36,25,11,6,20,27
SAN ANTONIO SPURS,240,33,73,3,11,29,33,13,33,18,4,6,16,16
VANCOUVER GRIZZLIES,240,35,79,5,11,13,16,12,23,25,7,3,13,26
NEW YORK KNICKS,240,31,71,6,11,21,33,9,21,12,14,7,8,23
WASHINGTON WIZARDS,240,32,67,8,16,14,25,13,34,17,7,7,18,26
