team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,41,101,7,20,11,13,15,38,21,8,1,12,19
ATLANTA HAWKS,240,45,87,4,9,16,22,9,42,23,5,2,15,15
DALLAS MAVERICKS,240,40,84,4,13,17,24,10,27,19,4,9,10,24
CHICAGO BULLS,240,34,88,2,12,25,36,23,32,22,7,4,15,24
SEATTLE SUPERSONICS,240,42,85,8,12,25,34,17,35,24,5,6,16,24
GOLDEN STATE WARRIORS,240,40,96,8,14,20,30,18,29,20,10,5,11,24
HOUSTON ROCKETS,240,38,80,9,17,24,35,12,28,21,10,8,18,22
LOS ANGELES CLIPPERS,240,36,76,1,9,23,29,10,29,9,9,7,22,26
NEW YORK KNICKS,240,34,85,7,16,9,13,15,28,20,5,4,12,26
MILWAUKEE BUCKS,240,23,70,5,16,29,36,16,25,13,6,4,14,18
ORLANDO MAGIC,240,42,93,2,9,17,24,10,35,22,14,6,15,27
MINNESOTA TIMBERWOLVES,240,34,89,3,12,22,29,17,38,22,5,6,22,18
SAN ANTONIO SPURS,240,35,71,4,13,22,25,10,33,20,4,8,15,22
NEW JERSEY NETS,240,37,89,8,21,12,20,15,23,19,9,1,8,22
