team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,35,92,5,15,11,13,12,31,21,7,2,16,25
CHARLOTTE HORNETS,240,34,80,3,13,28,35,11,40,29,5,9,17,21
UTAH JAZZ,240,29,80,2,10,14,23,12,37,14,5,4,13,28
INDIANA PACERS,240,30,78,8,25,21,26,9,35,19,6,6,9,24
GOLDEN STATE WARRIORS,240,37,94,5,12,12,17,14,32,17,10,0,13,27
LOS ANGELES CLIPPERS,240,34,78,4,13,20,33,15,32,21,7,6,19,20
LOS ANGELES LAKERS,240,35,78,4,12,23,33,13,33,28,7,4,17,16
MINNESOTA TIMBERWOLVES,240,39,83,0,7,10,17,9,28,29,8,5,14,25
TORONTO RAPTORS,240,36,91,3,14,23,30,15,30,23,7,3,15,28
ORLANDO MAGIC,240,38,89,6,12,30,40,18,34,24,12,5,15,24
CHICAGO BULLS,240,30,73,2,9,12,13,9,29,17,11,4,20,25
PHILADELPHIA 76ERS,240,31,73,0,6,15,22,13,30,16,9,5,23,21
PHOENIX SUNS,240,44,90,9,20,13,19,10,33,30,8,6,9,19
PORTLAND TRAIL BLAZERS,240,41,84,9,22,11,17,12,32,26,4,4,15,20
BOSTON CELTICS,240,37,90,6,16,14,22,9,26,21,11,3,11,37
SAN ANTONIO SPURS,240,29,63,3,11,42,54,9,37,18,7,8,18,23
