team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
GOLDEN STATE WARRIORS,240,47,99,2,7,11,17,15,31,34,12,5,11,28
ATLANTA HAWKS,240,35,82,6,19,23,33,16,27,15,3,4,19,19
HOUSTON ROCKETS,240,39,79,5,18,13,21,10,35,26,10,9,25,19
BOSTON CELTICS,240,39,83,3,11,19,25,12,28,25,16,4,16,17
DENVER NUGGETS,240,42,98,7,25,8,11,16,27,19,7,7,10,26
CHARLOTTE HORNETS,240,39,80,4,10,24,29,11,36,27,8,5,18,20
NEW JERSEY NETS,240,27,72,5,15,10,17,7,31,16,6,6,14,25
CHICAGO BULLS,240,27,75,3,11,14,24,17,37,16,6,4,16,24
LOS ANGELES CLIPPERS,240,34,82,5,16,10,17,9,28,20,10,4,17,21
DETROIT PISTONS,240,41,84,6,17,19,22,15,37,28,8,0,19,19
CLEVELAND CAVALIERS,240,34,101,2,8,18,27,25,24,15,10,3,16,30
INDIANA PACERS,240,49,79,10,19,28,37,10,41,31,9,10,19,22
PHILADELPHIA 76ERS,240,31,85,1,8,15,25,21,34,17,10,2,11,24
NEW YORK KNICKS,240,33,80,1,11,18,26,14,32,15,7,7,14,23
MIAMI HEAT,240,41,76,3,6,22,29,8,36,33,5,12,17,25
SACRAMENTO KINGS,240,38,106,8,27,13,19,21,24,25,8,5,12,23
MILWAUKEE BUCKS,240,44,84,5,12,14,18,12,25,28,7,6,13,26
TORONTO RAPTORS,240,34,87,9,27,14,19,18,24,20,10,8,19,21
SEATTLE SUPERSONICS,240,30,76,7,20,16,26,10,24,16,5,4,21,28
UTAH JAZZ,240,39,86,3,13,20,25,18,31,28,17,12,15,30
