team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,35,77,4,14,24,25,10,34,27,9,6,21,28
CLEVELAND CAVALIERS,240,32,88,6,14,25,31,19,25,27,10,5,15,25
VANCOUVER GRIZZLIES,240,35,89,2,10,14,19,11,28,23,7,5,14,26
DENVER NUGGETS,240,40,78,5,11,24,30,9,38,25,7,13,14,22
CHARLOTTE HORNETS,240,34,76,3,10,25,38,10,21,24,16,4,12,24
DETROIT PISTONS,240,41,73,3,7,29,36,9,39,22,9,2,18,26
BOSTON CELTICS,240,38,77,2,11,22,29,11,33,19,6,1,17,22
LOS ANGELES CLIPPERS,240,41,88,8,22,13,21,10,26,23,9,6,11,20
MIAMI HEAT,240,30,68,2,13,23,34,8,30,20,7,7,19,23
MILWAUKEE BUCKS,240,36,87,4,9,17,19,17,28,26,9,4,14,25
CHICAGO BULLS,240,28,77,0,3,20,27,17,28,12,6,3,18,25
NEW JERSEY NETS,240,37,85,6,16,23,28,18,29,25,10,9,9,25
GOLDEN STATE WARRIORS,240,35,80,4,13,14,27,10,24,21,12,4,18,21
PHOENIX SUNS,240,44,76,6,12,14,24,9,32,30,9,5,20,21
DALLAS MAVERICKS,240,46,101,6,16,13,15,17,24,26,8,6,14,23
SACRAMENTO KINGS,240,47,84,7,18,17,26,7,33,32,9,3,15,12
PHILADELPHIA 76ERS,240,34,81,2,8,22,33,13,36,21,7,3,15,32
SEATTLE SUPERSONICS,240,27,81,8,27,24,33,11,34,16,3,3,14,26
HOUSTON ROCKETS,240,35,89,6,17,16,28,21,24,18,12,9,18,22
WASHINGTON WIZARDS,240,39,77,3,7,22,25,10,31,21,12,9,21,24
